user_id,age,sex,user_lv_cd,user_reg_tm,user_reg_diff
200058,3,2,3,2013-04-10,3505
200059,2,2,5,2013-04-10,3505
200060,3,2,3,2016-01-27,4527
200061,2,2,3,2016-01-27,4527
200062,2,2,4,2016-01-27,4527
200063,3,0,4,2016-01-27,4527
200064,2,0,4,2016-01-27,4527
200065,2,0,4,2010-08-10,2531
200066,-1,2,2,2016-01-27,4527
200067,3,2,2,2016-01-27,4527
200068,5,0,5,2016-01-27,4527
200069,3,2,5,2016-01-27,4527
200070,2,2,3,2016-01-27,4527
200071,3,0,5,2013-04-11,3506
200072,3,0,5,2010-08-10,2531
200073,-1,2,2,2016-01-27,4527
200074,-1,2,5,2013-04-11,3506
200075,3,0,5,2013-04-11,3506
200076,2,1,3,2016-01-27,4527
200077,2,2,5,2013-04-11,3506
200078,2,1,3,2010-08-10,2531
200079,3,2,2,2016-01-27,4527
200080,-1,2,1,2016-01-27,4527
200081,3,2,3,2016-01-27,4527
200082,2,2,3,2016-01-27,4527
200083,3,0,3,2016-01-27,4527
200084,2,2,2,2016-01-27,4527
200085,3,2,3,2013-04-11,3506
200086,-1,2,3,2016-01-27,4527
200087,1,0,2,2016-01-27,4527
200088,2,2,4,2016-01-27,4527
200089,1,2,3,2013-04-11,3506
200090,3,2,3,2016-01-27,4527
200091,-1,2,4,2016-01-27,4527
200092,2,2,5,2016-01-27,4527
200093,1,2,5,2016-01-27,4527
200094,3,2,2,2016-01-27,4527
200095,3,2,3,2016-01-27,4527
200096,1,2,2,2016-01-27,4527
200097,-1,2,5,2013-04-11,3506
200098,2,2,3,2016-01-27,4527
200099,3,2,4,2016-01-27,4527
200100,3,1,3,2016-01-27,4527
200101,4,2,1,2016-01-27,4527
200102,3,2,3,2016-01-27,4527
200103,3,2,3,2016-01-27,4527
200104,2,0,4,2010-08-10,2531
200105,3,2,3,2016-01-27,4527
200106,2,0,2,2013-04-11,3506
200107,1,0,5,2013-04-11,3506
200108,3,2,3,2016-01-27,4527
200109,2,2,2,2016-01-27,4527
200110,4,2,2,2016-01-27,4527
200111,3,2,2,2016-01-27,4527
200112,3,2,3,2013-04-11,3506
200113,3,2,3,2016-01-27,4527
200114,3,0,3,2016-01-27,4527
200115,3,2,2,2016-01-27,4527
200116,3,2,3,2013-04-11,3506
200117,-1,2,3,2016-01-27,4527
200118,2,1,4,2016-01-27,4527
200119,3,1,2,2016-01-27,4527
200120,3,2,5,2013-04-11,3506
200121,-1,2,1,2016-01-27,4527
200122,3,2,4,2016-01-27,4527
200123,-1,2,1,2016-01-27,4527
200124,2,2,2,2016-01-27,4527
200125,3,2,3,2016-01-27,4527
200126,4,2,2,2016-01-27,4527
200127,2,2,3,2016-01-27,4527
200128,2,2,3,2016-01-27,4527
200129,3,2,2,2016-01-27,4527
200130,2,0,5,2016-01-27,4527
200131,3,2,3,2016-01-27,4527
200132,2,2,5,2013-04-11,3506
200133,-1,0,1,2016-01-27,4527
200134,3,2,3,2016-01-27,4527
200135,3,2,2,2016-01-27,4527
200136,3,2,2,2016-01-27,4527
200137,3,2,2,2016-01-27,4527
200138,-1,2,3,2016-01-27,4527
200139,3,2,3,2016-01-27,4527
200140,-1,2,1,2016-01-27,4527
200141,2,0,4,2010-08-10,2531
200142,3,2,2,2016-01-27,4527
200143,4,0,5,2010-08-10,2531
200144,2,2,4,2013-04-11,3506
200145,1,2,3,2016-01-27,4527
200146,3,0,3,2016-01-27,4527
200147,2,2,5,2013-04-11,3506
200148,-1,2,2,2016-01-27,4527
200149,-1,2,1,2016-01-27,4527
200150,4,1,5,2013-04-11,3506
200151,3,2,3,2016-01-27,4527
200152,5,0,2,2016-01-27,4527
200153,3,2,4,2013-04-11,3506
200154,2,2,3,2016-01-27,4527
200155,3,2,3,2016-01-27,4527
200156,2,2,5,2013-04-11,3506
200157,3,2,3,2016-01-27,4527
200158,-1,2,2,2016-01-27,4527
200159,3,0,2,2016-01-27,4527
200160,2,0,5,2010-08-10,2531
200161,3,0,2,2016-01-27,4527
200162,3,2,2,2016-01-27,4527
200163,-1,2,1,2016-01-27,4527
200164,3,2,3,2016-01-27,4527
200165,1,1,3,2016-01-27,4527
200166,3,2,2,2016-01-27,4527
200167,-1,2,1,2016-01-27,4527
200168,-1,2,1,2016-01-27,4527
200169,1,2,2,2016-01-27,4527
200170,3,2,2,2016-01-27,4527
200171,3,2,2,2016-01-27,4527
200172,2,2,4,2016-01-27,4527
200173,1,2,4,2016-01-27,4527
200174,3,0,3,2016-01-27,4527
200175,3,0,4,2016-01-27,4527
200176,3,2,2,2016-01-27,4527
200177,2,2,4,2016-01-27,4527
200178,3,2,3,2016-01-27,4527
200179,2,0,4,2016-01-27,4527
200180,2,1,5,2013-04-11,3506
200181,3,2,5,2013-04-11,3506
200182,3,2,2,2016-01-27,4527
200183,1,2,3,2016-01-27,4527
200184,-1,2,1,2016-01-27,4527
200185,-1,2,2,2016-01-27,4527
200186,2,1,4,2013-04-11,3506
200187,3,2,3,2016-01-27,4527
200188,3,2,2,2016-01-27,4527
200189,3,2,2,2016-01-27,4527
200190,3,2,3,2016-01-27,4527
200191,3,2,4,2016-01-27,4527
200192,-1,2,1,2016-01-27,4527
200193,2,2,4,2013-04-11,3506
200194,3,0,3,2016-01-27,4527
200195,2,2,3,2016-01-27,4527
200196,2,2,5,2013-04-11,3506
200197,3,2,3,2016-01-27,4527
200198,-1,2,1,2016-01-27,4527
200199,3,2,2,2016-01-27,4527
200200,2,1,2,2016-01-27,4527
200201,2,2,2,2016-01-27,4527
200202,1,2,3,2016-01-27,4527
200203,-1,2,1,2016-01-27,4527
200204,3,2,2,2016-01-27,4527
200205,3,2,2,2016-01-27,4527
200206,3,2,2,2016-01-27,4527
200207,1,0,4,2016-01-27,4527
200208,3,2,4,2013-04-11,3506
200209,2,2,2,2016-01-27,4527
200210,2,2,2,2016-01-27,4527
200211,-1,2,2,2016-01-27,4527
200212,-1,0,1,2013-04-11,3506
200213,1,2,5,2016-01-27,4527
200214,3,2,3,2016-01-27,4527
200215,2,0,5,2010-08-10,2531
200216,-1,0,1,2016-01-27,4527
200217,3,2,3,2016-01-27,4527
200218,2,2,2,2013-04-11,3506
200219,2,0,4,2016-01-27,4527
200220,3,2,4,2016-01-27,4527
200221,-1,2,2,2016-01-27,4527
200222,2,2,4,2013-04-11,3506
200223,2,2,4,2016-01-27,4527
200224,2,2,5,2013-04-11,3506
200225,3,2,4,2013-04-11,3506
200226,-1,2,5,2016-01-27,4527
200227,3,2,2,2016-01-27,4527
200228,2,1,4,2013-04-11,3506
200229,2,0,5,2010-08-11,2532
200230,3,2,4,2016-01-27,4527
200231,3,2,2,2016-01-27,4527
200232,3,2,4,2016-01-27,4527
200233,2,0,3,2016-01-27,4527
200234,2,0,3,2016-01-27,4527
200235,2,0,5,2013-04-11,3506
200236,-1,2,1,2016-01-27,4527
200237,2,0,4,2010-08-11,2532
200238,3,2,4,2016-01-28,4528
200239,2,2,5,2016-01-27,4527
200240,2,2,4,2016-01-28,4528
200241,-1,2,1,2016-01-28,4528
200242,4,0,5,2016-01-28,4528
200243,3,2,2,2016-01-28,4528
200244,3,2,2,2016-01-28,4528
200245,-1,0,2,2010-08-11,2532
200246,2,0,3,2016-01-28,4528
200247,2,2,2,2016-01-28,4528
200248,1,0,5,2013-04-11,3506
200249,-1,2,1,2016-01-28,4528
200250,-1,2,1,2016-01-28,4528
200251,3,0,3,2016-01-28,4528
200252,-1,1,5,2016-01-28,4528
200253,2,0,4,2013-04-11,3506
200254,3,2,5,2013-04-11,3506
200255,3,1,4,2016-01-28,4528
200256,2,2,3,2016-01-28,4528
200257,2,1,4,2013-04-11,3506
200258,1,0,4,2016-01-28,4528
200259,-1,2,1,2016-01-28,4528
200260,4,0,5,2016-01-28,4528
200261,1,2,3,2013-04-11,3506
200262,3,1,2,2013-04-11,3506
200263,2,0,5,2010-08-11,2532
200264,1,0,2,2016-01-28,4528
200265,3,2,3,2016-01-28,4528
200266,5,2,5,2016-01-28,4528
200267,2,0,3,2016-01-28,4528
200268,2,1,4,2016-01-28,4528
200269,2,2,4,2013-04-11,3506
200270,-1,2,3,2016-01-28,4528
200271,-1,2,3,2016-01-28,4528
200272,1,1,5,2013-04-11,3506
200273,1,2,3,2016-01-29,4529
200274,3,2,2,2016-01-28,4528
200275,1,2,4,2016-01-28,4528
200276,3,2,2,2016-01-28,4528
200277,1,2,3,2016-01-28,4528
200278,1,2,3,2013-04-11,3506
200279,1,1,3,2016-01-28,4528
200280,3,0,5,2008-11-02,1885
200281,3,2,2,2016-01-28,4528
200282,-1,2,2,2016-01-28,4528
200283,1,2,4,2016-01-28,4528
200284,-1,2,3,2016-01-28,4528
200285,3,1,3,2016-01-28,4528
200286,2,2,3,2016-01-28,4528
200287,2,2,4,2013-04-11,3506
200288,2,1,3,2016-01-29,4529
200289,3,2,4,2016-01-28,4528
200290,2,0,5,2013-04-11,3506
200291,-1,0,1,2016-01-28,4528
200292,4,2,2,2016-01-28,4528
200293,3,0,3,2013-04-11,3506
200294,-1,2,1,2016-01-28,4528
200295,2,2,5,2013-04-11,3506
200296,3,0,3,2016-01-28,4528
200297,2,2,4,2016-01-28,4528
200298,-1,2,3,2016-01-28,4528
200299,3,0,5,2013-04-11,3506
200300,3,2,3,2016-01-28,4528
200301,3,2,2,2016-01-28,4528
200302,1,0,4,2013-04-11,3506
200303,3,2,3,2013-04-11,3506
200304,-1,2,3,2016-01-28,4528
200305,3,1,2,2016-01-28,4528
200306,2,0,3,2016-01-28,4528
200307,1,2,3,2016-01-28,4528
200308,2,2,3,2016-01-28,4528
200309,3,2,3,2016-01-28,4528
200310,3,2,2,2016-01-28,4528
200311,3,2,2,2016-01-28,4528
200312,3,0,3,2016-01-28,4528
200313,-1,2,3,2016-01-28,4528
200314,3,0,4,2016-01-28,4528
200315,3,2,2,2016-01-28,4528
200316,2,2,4,2016-01-28,4528
200317,3,2,3,2016-01-28,4528
200318,3,2,3,2016-01-28,4528
200319,5,2,4,2016-01-28,4528
200320,3,0,5,2016-01-28,4528
200321,3,2,3,2016-01-28,4528
200322,2,2,2,2016-01-28,4528
200323,2,0,3,2016-01-28,4528
200324,3,2,4,2013-04-12,3507
200325,-1,0,3,2016-01-28,4528
200326,3,1,3,2010-08-11,2532
200327,1,2,3,2016-01-28,4528
200328,2,2,4,2013-04-12,3507
200329,-1,2,1,2016-01-28,4528
200330,3,0,2,2016-01-28,4528
200331,3,1,3,2016-01-28,4528
200332,2,2,3,2016-01-28,4528
200333,3,2,4,2016-01-28,4528
200334,2,2,2,2016-01-28,4528
200335,3,2,2,2016-01-28,4528
200336,3,2,3,2016-01-28,4528
200337,3,2,4,2016-01-28,4528
200338,2,2,2,2016-01-28,4528
200339,2,2,4,2016-01-28,4528
200340,-1,2,1,2016-01-28,4528
200341,-1,2,1,2016-01-28,4528
200342,2,2,3,2016-01-28,4528
200343,2,0,3,2016-01-28,4528
200344,3,2,2,2016-01-28,4528
200345,3,0,5,2013-04-12,3507
200346,-1,2,3,2016-01-28,4528
200347,-1,2,1,2016-01-28,4528
200348,4,2,2,2016-01-28,4528
200349,3,2,4,2013-04-12,3507
200350,2,2,2,2016-01-28,4528
200351,3,2,2,2016-01-29,4529
200352,2,0,5,2013-04-12,3507
200353,1,1,2,2016-01-29,4529
200354,-1,2,1,2016-01-29,4529
200355,2,2,4,2013-04-12,3507
200356,3,2,4,2016-01-29,4529
200357,3,2,3,2016-01-29,4529
200358,-1,2,3,2016-01-29,4529
200359,1,2,2,2016-01-29,4529
200360,2,2,5,2016-01-29,4529
200361,3,2,3,2016-01-29,4529
200362,2,0,5,2007-01-25,1238
200363,2,2,3,2016-01-29,4529
200364,-1,2,1,2016-01-29,4529
200365,-1,2,1,2016-01-29,4529
200366,2,2,3,2016-01-29,4529
200367,3,2,2,2016-01-29,4529
200368,-1,2,1,2016-01-29,4529
200369,3,0,4,2010-08-11,2532
200370,3,2,2,2016-01-29,4529
200371,3,2,4,2013-04-12,3507
200372,2,1,5,2013-04-12,3507
200373,3,0,4,2016-01-29,4529
200374,2,2,4,2013-04-12,3507
200375,-1,2,4,2013-04-12,3507
200376,-1,0,1,2010-08-11,2532
200377,5,2,3,2016-01-29,4529
200378,4,1,2,2016-01-29,4529
200379,1,2,4,2016-01-29,4529
200380,4,0,4,2010-08-11,2532
200381,3,2,3,2016-01-29,4529
200382,3,2,4,2016-01-29,4529
200383,3,2,4,2016-01-29,4529
200384,2,2,3,2016-01-29,4529
200385,3,0,2,2016-01-29,4529
200386,3,0,2,2016-01-29,4529
200387,3,2,3,2016-01-29,4529
200388,4,2,2,2016-01-29,4529
200389,3,2,4,2016-01-29,4529
200390,2,2,5,2013-04-12,3507
200391,2,2,2,2016-01-29,4529
200392,3,2,3,2016-01-29,4529
200393,-1,2,1,2016-01-29,4529
200394,3,2,4,2016-01-29,4529
200395,2,0,5,2010-08-11,2532
200396,3,2,3,2013-04-12,3507
200397,1,2,4,2016-01-29,4529
200398,3,0,4,2016-01-29,4529
200399,2,1,4,2016-01-29,4529
200400,5,0,2,2016-01-29,4529
200401,3,0,3,2016-01-29,4529
200402,-1,2,2,2016-01-29,4529
200403,2,0,5,2013-04-12,3507
200404,3,2,2,2016-01-29,4529
200405,-1,2,1,2016-01-29,4529
200406,2,0,5,2013-04-12,3507
200407,2,1,5,2010-08-11,2532
200408,3,2,4,2016-01-29,4529
200409,2,2,3,2016-01-29,4529
200410,-1,2,1,2016-01-29,4529
200411,2,2,3,2016-01-29,4529
200412,-1,2,1,2016-01-29,4529
200413,-1,2,1,2016-01-29,4529
200414,3,2,2,2016-01-29,4529
200415,3,0,3,2016-01-29,4529
200416,-1,2,1,2016-01-29,4529
200417,-1,0,5,2010-08-11,2532
200418,3,2,2,2016-01-29,4529
200419,2,2,3,2016-01-29,4529
200420,3,2,2,2016-01-29,4529
200421,2,2,4,2016-01-29,4529
200422,-1,2,5,2016-01-29,4529
200423,2,0,5,2013-04-12,3507
200424,3,2,2,2016-01-29,4529
200425,1,2,4,2016-01-29,4529
200426,3,2,2,2016-01-29,4529
200427,3,2,3,2016-01-29,4529
200428,3,0,2,2016-01-29,4529
200429,2,0,4,2016-01-29,4529
200430,3,2,2,2016-01-29,4529
200431,2,0,5,2010-08-11,2532
200432,3,0,3,2016-01-29,4529
200433,3,2,3,2013-04-12,3507
200434,3,2,3,2016-01-29,4529
200435,3,2,3,2016-01-29,4529
200436,3,2,2,2016-01-29,4529
200437,2,2,3,2016-01-29,4529
200438,2,2,4,2016-01-29,4529
200439,-1,2,1,2016-01-29,4529
200440,-1,2,1,2016-01-29,4529
200441,5,0,3,2016-01-29,4529
200442,-1,2,1,2016-01-29,4529
200443,1,2,4,2016-01-29,4529
200444,3,2,2,2016-01-29,4529
200445,3,2,3,2016-01-29,4529
200446,-1,0,1,2016-01-29,4529
200447,3,0,4,2008-11-03,1886
200448,-1,2,3,2016-01-29,4529
200449,2,0,5,2010-08-11,2532
200450,2,0,2,2016-01-30,4530
200451,3,2,2,2016-01-30,4530
200452,2,0,5,2010-08-11,2532
200453,3,2,4,2013-04-12,3507
200454,2,2,2,2016-01-30,4530
200455,2,0,5,2013-04-12,3507
200456,3,2,4,2016-01-30,4530
200457,3,2,2,2016-01-30,4530
200458,4,2,2,2016-01-30,4530
200459,3,1,2,2013-04-12,3507
200460,2,2,3,2013-04-12,3507
200461,2,2,4,2013-04-12,3507
200462,5,2,2,2016-01-30,4530
200463,2,0,4,2016-01-30,4530
200464,2,2,5,2013-04-12,3507
200465,-1,2,1,2016-01-30,4530
200466,2,2,4,2016-01-30,4530
200467,2,2,4,2016-01-30,4530
200468,3,2,2,2016-01-30,4530
200469,3,1,3,2016-01-30,4530
200470,-1,2,5,2016-01-30,4530
200471,2,0,5,2010-08-11,2532
200472,2,0,3,2016-01-30,4530
200473,-1,2,1,2016-01-30,4530
200474,2,2,4,2013-04-12,3507
200475,-1,0,5,2010-08-11,2532
200476,4,2,4,2016-01-30,4530
200477,2,2,2,2013-04-12,3507
200478,-1,2,3,2016-01-30,4530
200479,1,2,2,2016-01-30,4530
200480,2,0,5,2013-04-12,3507
200481,3,2,3,2016-01-30,4530
200482,2,2,4,2013-04-12,3507
200483,2,2,4,2013-04-12,3507
200484,2,0,4,2016-01-30,4530
200485,3,2,3,2016-01-30,4530
200486,3,0,4,2010-08-11,2532
200487,3,2,2,2016-01-30,4530
200488,-1,2,5,2013-04-12,3507
200489,3,2,2,2016-01-30,4530
200490,3,2,3,2016-01-30,4530
200491,2,2,3,2016-01-30,4530
200492,3,0,4,2016-01-30,4530
200493,2,0,5,2013-04-13,3508
200494,-1,2,1,2016-01-30,4530
200495,4,0,5,2010-08-11,2532
200496,3,0,5,2010-08-11,2532
200497,2,2,5,2013-04-13,3508
200498,2,1,2,2016-01-30,4530
200499,2,2,2,2016-01-30,4530
200500,3,2,3,2016-01-30,4530
200501,2,0,4,2010-08-11,2532
200502,1,2,5,2016-01-30,4530
200503,2,0,4,2016-01-30,4530
200504,4,2,2,2016-01-30,4530
200505,-1,2,1,2016-01-30,4530
200506,-1,2,1,2016-01-30,4530
200507,3,2,2,2016-01-30,4530
200508,3,2,2,2016-01-30,4530
200509,3,2,2,2016-01-30,4530
200510,-1,2,4,2016-01-30,4530
200511,3,2,2,2016-01-30,4530
200512,2,2,3,2016-01-31,4531
200513,-1,2,1,2016-01-30,4530
200514,2,2,3,2016-01-30,4530
200515,3,2,4,2016-01-30,4530
200516,2,2,3,2016-01-30,4530
200517,3,2,3,2016-01-30,4530
200518,-1,2,2,2016-01-30,4530
200519,2,2,5,2013-04-13,3508
200520,3,2,2,2016-01-30,4530
200521,-1,2,2,2016-01-30,4530
200522,3,2,2,2016-01-30,4530
200523,2,2,4,2016-01-30,4530
200524,3,2,2,2016-01-30,4530
200525,4,2,3,2016-01-30,4530
200526,2,2,3,2013-04-13,3508
200527,3,2,3,2016-01-30,4530
200528,2,1,5,2010-08-11,2532
200529,-1,2,1,2016-01-30,4530
200530,3,0,5,2008-11-03,1886
200531,2,0,5,2013-04-13,3508
200532,3,2,4,2013-04-13,3508
200533,3,2,3,2016-01-30,4530
200534,-1,2,2,2016-01-30,4530
200535,3,2,3,2016-01-30,4530
200536,3,2,3,2016-01-30,4530
200537,3,2,2,2016-01-30,4530
200538,3,2,3,2016-02-01,4532
200539,2,0,3,2016-01-30,4530
200540,-1,2,1,2016-01-30,4530
200541,2,2,2,2016-01-30,4530
200542,4,2,2,2016-01-30,4530
200543,4,2,5,2013-04-13,3508
200544,1,1,4,2016-01-30,4530
200545,2,2,4,2016-01-30,4530
200546,2,2,2,2016-01-30,4530
200547,4,2,2,2016-01-30,4530
200548,-1,2,3,2016-01-30,4530
200549,3,2,3,2016-01-30,4530
200550,2,2,3,2016-01-30,4530
200551,2,0,5,2013-04-13,3508
200552,-1,2,1,2016-01-30,4530
200553,2,2,4,2013-04-13,3508
200554,3,2,3,2016-01-30,4530
200555,2,2,4,2016-01-30,4530
200556,3,2,4,2016-01-30,4530
200557,2,0,5,2008-11-03,1886
200558,3,2,2,2016-01-30,4530
200559,2,0,5,2010-08-11,2532
200560,-1,2,2,2016-01-30,4530
200561,2,0,5,2010-08-11,2532
200562,3,2,3,2016-01-30,4530
200563,3,2,2,2016-01-30,4530
200564,2,0,5,2010-08-11,2532
200565,4,2,3,2016-02-01,4532
200566,2,2,3,2016-01-30,4530
200567,2,1,4,2016-01-30,4530
200568,2,2,4,2016-01-30,4530
200569,3,2,2,2016-02-01,4532
200570,2,0,3,2010-08-11,2532
200571,3,2,3,2016-01-30,4530
200572,3,2,3,2016-01-30,4530
200573,-1,2,2,2016-01-30,4530
200574,2,0,5,2010-08-11,2532
200575,2,0,5,2013-04-13,3508
200576,2,0,5,2013-04-13,3508
200577,1,2,3,2016-01-30,4530
200578,3,1,3,2016-01-30,4530
200579,-1,2,2,2016-01-30,4530
200580,3,1,2,2016-01-30,4530
200581,3,2,2,2016-01-30,4530
200582,3,2,2,2016-01-30,4530
200583,3,2,3,2016-01-30,4530
200584,3,0,3,2016-01-30,4530
200585,2,0,5,2013-04-13,3508
200586,3,0,5,2010-08-11,2532
200587,3,2,4,2016-01-30,4530
200588,3,2,4,2013-04-13,3508
200589,2,1,4,2013-04-13,3508
200590,3,2,4,2013-04-13,3508
200591,2,0,4,2010-08-11,2532
200592,3,2,4,2016-01-30,4530
200593,3,2,2,2016-01-30,4530
200594,4,2,2,2016-02-01,4532
200595,1,1,3,2016-01-30,4530
200596,3,2,3,2016-01-30,4530
200597,1,2,3,2016-01-30,4530
200598,2,0,2,2016-01-30,4530
200599,-1,2,4,2016-01-30,4530
200600,3,2,5,2013-04-13,3508
200601,3,2,2,2016-01-30,4530
200602,-1,2,1,2016-01-30,4530
200603,3,0,3,2016-01-30,4530
200604,-1,2,2,2016-01-30,4530
200605,-1,2,1,2016-01-30,4530
200606,3,2,2,2016-01-30,4530
200607,2,2,5,2013-04-13,3508
200608,-1,2,5,2016-01-31,4531
200609,3,2,2,2016-01-30,4530
200610,2,2,4,2013-04-13,3508
200611,2,0,5,2013-04-13,3508
200612,2,2,2,2016-01-31,4531
200613,3,2,3,2016-01-30,4530
200614,1,1,5,2013-04-13,3508
200615,3,2,2,2016-01-30,4530
200616,2,2,4,2013-04-13,3508
200617,4,0,4,2016-01-31,4531
200618,2,0,4,2016-01-31,4531
200619,3,2,3,2016-01-31,4531
200620,4,2,2,2016-01-31,4531
200621,3,2,3,2016-01-31,4531
200622,-1,2,3,2016-01-31,4531
200623,3,2,3,2013-04-13,3508
200624,2,2,3,2016-01-31,4531
200625,-1,2,1,2016-01-31,4531
200626,3,2,5,2013-04-13,3508
200627,3,2,3,2016-01-31,4531
200628,1,2,4,2016-01-31,4531
200629,4,2,3,2016-01-31,4531
200630,-1,0,3,2010-08-12,2533
200631,3,2,4,2016-01-31,4531
200632,2,2,4,2016-01-31,4531
200633,2,0,4,2013-04-13,3508
200634,3,2,2,2016-01-31,4531
200635,2,2,5,2016-01-31,4531
200636,3,2,2,2016-01-31,4531
200637,2,2,2,2016-01-31,4531
200638,2,2,4,2013-04-13,3508
200639,1,2,4,2016-01-31,4531
200640,-1,2,1,2016-01-31,4531
200641,3,2,4,2016-01-31,4531
200642,3,2,5,2013-04-13,3508
200643,2,2,3,2016-01-31,4531
200644,2,2,3,2016-01-31,4531
200645,1,2,2,2013-04-13,3508
200646,-1,2,1,2016-01-31,4531
200647,-1,2,1,2016-01-31,4531
200648,-1,2,5,2016-01-31,4531
200649,2,0,4,2013-04-13,3508
200650,3,2,3,2016-01-31,4531
200651,-1,2,1,2016-01-31,4531
200652,3,2,4,2013-04-13,3508
200653,1,2,5,2013-04-13,3508
200654,1,2,2,2016-01-31,4531
200655,-1,2,3,2016-01-31,4531
200656,3,2,3,2016-01-31,4531
200657,3,1,3,2016-01-31,4531
200658,3,2,2,2016-01-31,4531
200659,4,2,3,2016-01-31,4531
200660,2,2,2,2016-01-31,4531
200661,-1,2,3,2013-04-13,3508
200662,1,2,2,2016-01-31,4531
200663,2,1,3,2016-01-31,4531
200664,2,0,4,2010-08-12,2533
200665,4,2,2,2016-01-31,4531
200666,5,2,2,2016-01-31,4531
200667,2,2,2,2016-01-31,4531
200668,1,0,2,2016-01-31,4531
200669,1,2,4,2013-04-13,3508
200670,3,2,2,2016-01-31,4531
200671,4,2,3,2013-04-13,3508
200672,2,0,5,2013-04-13,3508
200673,3,2,3,2016-01-31,4531
200674,4,0,5,2010-08-12,2533
200675,3,2,4,2016-01-31,4531
200676,1,0,5,2013-04-13,3508
200677,1,0,5,2013-04-13,3508
200678,2,2,2,2016-01-31,4531
200679,3,2,2,2016-01-31,4531
200680,2,2,2,2016-01-31,4531
200681,-1,2,2,2016-01-31,4531
200682,2,0,5,2010-08-12,2533
200683,2,0,5,2010-08-12,2533
200684,3,0,5,2010-08-12,2533
200685,2,0,3,2016-01-31,4531
200686,3,2,2,2016-01-31,4531
200687,3,1,4,2016-01-31,4531
200688,1,2,4,2016-01-31,4531
200689,1,1,4,2016-01-31,4531
200690,2,2,4,2010-08-12,2533
200691,-1,2,1,2016-01-31,4531
200692,3,2,4,2016-01-31,4531
200693,3,2,3,2016-01-31,4531
200694,2,0,4,2013-04-13,3508
200695,1,0,4,2016-01-31,4531
200696,-1,2,1,2016-01-31,4531
200697,2,0,2,2016-01-31,4531
200698,2,0,5,2016-01-31,4531
200699,-1,2,2,2016-01-31,4531
200700,3,2,3,2016-01-31,4531
200701,3,2,3,2016-01-31,4531
200702,3,0,3,2016-01-31,4531
200703,3,0,3,2016-01-31,4531
200704,2,2,2,2016-01-31,4531
200705,3,0,4,2016-01-31,4531
200706,3,2,2,2016-01-31,4531
200707,3,0,5,2013-04-13,3508
200708,3,2,2,2016-01-31,4531
200709,1,2,2,2016-01-31,4531
200710,2,0,5,2010-08-12,2533
200711,-1,2,1,2016-01-31,4531
200712,3,2,3,2016-01-31,4531
200713,-1,2,1,2016-01-31,4531
200714,-1,2,1,2016-01-31,4531
200715,1,0,4,2016-01-31,4531
200716,3,2,2,2016-02-01,4532
200717,3,2,3,2013-04-13,3508
200718,2,0,4,2016-01-31,4531
200719,4,2,3,2016-01-31,4531
200720,-1,2,2,2016-01-31,4531
200721,2,0,4,2010-08-12,2533
200722,1,2,2,2016-02-01,4532
200723,2,0,5,2008-11-03,1886
200724,5,2,2,2016-01-31,4531
200725,3,2,2,2016-02-01,4532
200726,2,0,5,2010-08-12,2533
