dt,sku_id,comment_num,has_bad_comment,bad_comment_rate
2016-02-01,100442,3,0,0.0
2016-02-01,100451,2,0,0.0
2016-02-01,100453,3,1,0.0625
2016-02-01,100455,4,1,0.0615
2016-02-01,100462,2,0,0.0
2016-02-01,100466,4,1,0.0241
2016-02-01,100468,2,0,0.0
2016-02-01,100471,1,1,1.0
2016-02-01,100473,0,0,0.0
2016-02-01,100474,1,0,0.0
2016-02-01,100475,1,0,0.0
2016-02-01,100478,2,0,0.0
2016-02-01,100479,3,1,0.0625
2016-02-01,100480,3,1,0.025
2016-02-01,100481,2,0,0.0
2016-02-01,100483,4,1,0.0404
2016-02-01,100487,0,0,0.0
2016-02-01,100496,2,1,0.125
2016-02-01,100504,1,0,0.0
2016-02-01,100509,0,0,0.0
2016-02-01,100510,3,1,0.0811
2016-02-01,100513,0,0,0.0
2016-02-01,100514,4,1,0.0149
2016-02-01,100519,2,0,0.0
2016-02-01,10052,2,0,0.0
2016-02-01,100521,3,1,0.0294
2016-02-01,100529,4,1,0.0568
2016-02-01,10053,1,0,0.0
2016-02-01,100532,4,1,0.0247
2016-02-01,100535,3,0,0.0
2016-02-01,100540,1,0,0.0
2016-02-01,100541,2,0,0.0
2016-02-01,100544,4,0,0.0
2016-02-01,100548,4,1,0.0235
2016-02-01,100549,4,1,0.0316
2016-02-01,100551,2,0,0.0
2016-02-01,100552,2,0,0.0
2016-02-01,100553,4,1,0.0654
2016-02-01,100557,3,0,0.0
2016-02-01,100565,4,1,0.0413
2016-02-01,100567,3,1,0.0645
2016-02-01,100571,3,0,0.0
2016-02-01,100573,3,1,0.2143
2016-02-01,10058,4,1,0.0444
2016-02-01,100582,4,1,0.0333
2016-02-01,100586,4,0,0.0
2016-02-01,100589,3,0,0.0
2016-02-01,100591,3,1,0.0286
2016-02-01,100599,3,1,0.08
2016-02-01,10060,1,0,0.0
2016-02-01,100614,2,0,0.0
2016-02-01,100615,2,0,0.0
2016-02-01,10062,4,1,0.0833
2016-02-01,100622,2,0,0.0
2016-02-01,100628,4,0,0.0
2016-02-01,100630,3,1,0.05
2016-02-01,100631,4,1,0.1094
2016-02-01,100632,2,1,0.3333
2016-02-01,100634,4,1,0.0417
2016-02-01,100637,1,0,0.0
2016-02-01,10064,1,0,0.0
2016-02-01,100641,1,0,0.0
2016-02-01,100644,0,0,0.0
2016-02-01,100651,3,0,0.0
2016-02-01,100656,4,1,0.0727
2016-02-01,100659,2,1,0.5
2016-02-01,10066,2,1,0.2
2016-02-01,100661,1,0,0.0
2016-02-01,100662,2,0,0.0
2016-02-01,100666,0,0,0.0
2016-02-01,100673,4,1,0.0223
2016-02-01,100674,4,1,0.0351
2016-02-01,100679,1,0,0.0
2016-02-01,100684,4,1,0.0217
2016-02-01,100685,2,0,0.0
2016-02-01,100690,1,0,0.0
2016-02-01,100695,2,0,0.0
2016-02-01,100697,2,1,0.3333
2016-02-01,100702,1,0,0.0
2016-02-01,100703,4,1,0.0354
2016-02-01,100704,4,1,0.0301
2016-02-01,100709,2,1,0.1111
2016-02-01,100737,4,1,0.0755
2016-02-01,10074,4,0,0.0
2016-02-01,100744,0,0,0.0
2016-02-01,100746,1,0,0.0
2016-02-01,100753,2,0,0.0
2016-02-01,100754,3,1,0.1
2016-02-01,100772,0,0,0.0
2016-02-01,100785,2,0,0.0
2016-02-01,100790,4,1,0.015
2016-02-01,100792,4,1,0.0059
2016-02-01,100793,2,0,0.0
2016-02-01,100809,4,1,0.0143
2016-02-01,100814,1,0,0.0
2016-02-01,100817,4,1,0.0215
2016-02-01,100818,2,0,0.0
2016-02-01,100819,3,1,0.0357
2016-02-01,100827,4,1,0.019
2016-02-01,100829,0,0,0.0
2016-02-01,100835,1,1,1.0
2016-02-01,100838,2,0,0.0
2016-02-01,100839,2,0,0.0
2016-02-01,10084,4,1,0.0196
2016-02-01,100845,2,1,0.5
2016-02-01,10085,3,1,0.0244
2016-02-01,100856,2,0,0.0
2016-02-01,100857,2,0,0.0
2016-02-01,100858,2,0,0.0
2016-02-01,100861,2,0,0.0
2016-02-01,100862,2,0,0.0
2016-02-01,100863,3,1,0.1111
2016-02-01,100866,3,0,0.0
2016-02-01,100874,4,1,0.019
2016-02-01,100880,1,0,0.0
2016-02-01,100882,4,1,0.0192
2016-02-01,100886,0,0,0.0
2016-02-01,100888,2,0,0.0
2016-02-01,10089,3,1,0.1538
2016-02-01,100890,4,0,0.0
2016-02-01,100893,4,1,0.0204
2016-02-01,100894,4,1,0.0165
2016-02-01,100895,4,1,0.0373
2016-02-01,100899,2,0,0.0
2016-02-01,1009,4,1,0.0746
2016-02-01,100900,2,0,0.0
2016-02-01,100905,2,0,0.0
2016-02-01,100908,3,1,0.0385
2016-02-01,100910,4,1,0.0298
2016-02-01,100911,2,1,0.1429
2016-02-01,100912,3,1,0.1111
2016-02-01,100914,2,0,0.0
2016-02-01,100922,1,1,1.0
2016-02-01,100928,2,0,0.0
2016-02-01,100931,1,1,1.0
2016-02-01,100934,2,0,0.0
2016-02-01,100935,2,0,0.0
2016-02-01,100936,1,0,0.0
2016-02-01,100938,2,0,0.0
2016-02-01,100939,2,0,0.0
2016-02-01,10094,4,1,0.0377
2016-02-01,100941,2,0,0.0
2016-02-01,100942,2,0,0.0
2016-02-01,100945,2,0,0.0
2016-02-01,100950,3,1,0.087
2016-02-01,100952,2,0,0.0
2016-02-01,100954,2,0,0.0
2016-02-01,100956,2,0,0.0
2016-02-01,100957,0,0,0.0
2016-02-01,100964,4,1,0.1282
2016-02-01,100969,4,1,0.0373
2016-02-01,10097,1,0,0.0
2016-02-01,100973,2,0,0.0
2016-02-01,100978,2,0,0.0
2016-02-01,100979,2,0,0.0
2016-02-01,10098,4,1,0.0469
2016-02-01,100981,2,0,0.0
2016-02-01,100994,1,0,0.0
2016-02-01,100997,4,1,0.0195
2016-02-01,101,2,0,0.0
2016-02-01,101001,4,1,0.0333
2016-02-01,101004,0,0,0.0
2016-02-01,101009,2,1,0.25
2016-02-01,10101,2,0,0.0
2016-02-01,101012,2,0,0.0
2016-02-01,101013,1,0,0.0
2016-02-01,101014,0,0,0.0
2016-02-01,101016,4,1,0.0307
2016-02-01,101019,3,0,0.0
2016-02-01,101024,4,1,0.0274
2016-02-01,101030,2,0,0.0
2016-02-01,101035,2,0,0.0
2016-02-01,101041,0,0,0.0
2016-02-01,101044,0,0,0.0
2016-02-01,101048,3,1,0.0313
2016-02-01,101050,4,1,0.0286
2016-02-01,101051,3,0,0.0
2016-02-01,101054,4,1,0.015
2016-02-01,101056,2,0,0.0
2016-02-01,101057,3,1,0.0732
2016-02-01,10106,3,0,0.0
2016-02-01,101062,2,0,0.0
2016-02-01,101064,3,1,0.125
2016-02-01,101065,4,1,0.0192
2016-02-01,101073,4,1,0.0357
2016-02-01,101078,4,1,0.0617
2016-02-01,101084,4,1,0.1259
2016-02-01,101085,3,0,0.0
2016-02-01,101091,4,1,0.0735
2016-02-01,101092,2,0,0.0
2016-02-01,101093,4,0,0.0
2016-02-01,101095,1,0,0.0
2016-02-01,101099,1,0,0.0
2016-02-01,101100,1,0,0.0
2016-02-01,101101,3,0,0.0
2016-02-01,101106,0,0,0.0
2016-02-01,101111,0,0,0.0
2016-02-01,101112,1,0,0.0
2016-02-01,101115,3,1,0.05
2016-02-01,101116,3,0,0.0
2016-02-01,10113,2,0,0.0
2016-02-01,101133,4,1,0.0355
2016-02-01,101134,2,0,0.0
2016-02-01,101135,3,1,0.1429
2016-02-01,10114,3,1,0.0263
2016-02-01,101141,4,1,0.0498
2016-02-01,101144,2,0,0.0
2016-02-01,101151,4,1,0.0306
2016-02-01,101152,3,0,0.0
2016-02-01,101154,4,1,0.0459
2016-02-01,101157,2,1,0.3333
2016-02-01,10116,3,0,0.0
2016-02-01,101161,4,1,0.0509
2016-02-01,101172,2,0,0.0
2016-02-01,101173,1,0,0.0
2016-02-01,101174,0,0,0.0
2016-02-01,101176,2,0,0.0
2016-02-01,101180,4,1,0.2062
2016-02-01,101181,4,1,0.0403
2016-02-01,101184,4,1,0.0526
2016-02-01,101185,2,0,0.0
2016-02-01,101189,4,1,0.0345
2016-02-01,101190,2,1,0.1429
2016-02-01,10120,3,1,0.1034
2016-02-01,101204,0,0,0.0
2016-02-01,101208,2,0,0.0
2016-02-01,101212,3,0,0.0
2016-02-01,101213,3,1,0.0556
2016-02-01,101216,2,1,0.1
2016-02-01,101218,2,0,0.0
2016-02-01,101223,4,1,0.0199
2016-02-01,10123,4,1,0.0313
2016-02-01,101231,1,0,0.0
2016-02-01,101233,3,1,0.0556
2016-02-01,101240,4,1,0.0517
2016-02-01,101242,3,1,0.0455
2016-02-01,101243,2,1,0.1111
2016-02-01,101245,3,0,0.0
2016-02-01,101248,2,0,0.0
2016-02-01,101249,3,1,0.0789
2016-02-01,101253,2,1,0.3333
2016-02-01,101254,4,1,0.0467
2016-02-01,101260,2,1,0.3333
2016-02-01,101262,4,1,0.0667
2016-02-01,101264,2,0,0.0
2016-02-01,101269,1,0,0.0
2016-02-01,10127,1,0,0.0
2016-02-01,10128,3,1,0.04
2016-02-01,101280,2,0,0.0
2016-02-01,101281,4,1,0.0316
2016-02-01,101284,3,1,0.0952
2016-02-01,101285,1,0,0.0
2016-02-01,101293,1,0,0.0
2016-02-01,101295,1,0,0.0
2016-02-01,101298,3,1,0.0682
2016-02-01,1013,2,0,0.0
2016-02-01,10130,3,1,0.0833
2016-02-01,101303,4,1,0.0556
2016-02-01,101304,2,1,0.5
2016-02-01,101307,3,0,0.0
2016-02-01,10131,3,0,0.0
2016-02-01,101310,3,0,0.0
2016-02-01,101311,3,0,0.0
2016-02-01,101317,4,1,0.0811
2016-02-01,10132,3,1,0.0667
2016-02-01,101320,3,0,0.0
2016-02-01,101321,2,0,0.0
2016-02-01,101324,3,0,0.0
2016-02-01,101325,2,0,0.0
2016-02-01,101327,3,1,0.08
2016-02-01,10133,3,1,0.0333
2016-02-01,101333,3,0,0.0
2016-02-01,101337,0,0,0.0
2016-02-01,10134,2,0,0.0
2016-02-01,101340,0,0,0.0
2016-02-01,101346,3,0,0.0
2016-02-01,101348,4,1,0.0175
2016-02-01,101352,4,1,0.0172
2016-02-01,101355,3,1,0.1875
2016-02-01,101356,3,0,0.0
2016-02-01,101363,4,1,0.0209
2016-02-01,101367,4,1,0.0424
2016-02-01,101371,1,0,0.0
2016-02-01,101375,1,0,0.0
2016-02-01,101377,2,0,0.0
2016-02-01,101380,1,0,0.0
2016-02-01,101381,0,0,0.0
2016-02-01,101386,1,1,1.0
2016-02-01,101389,2,0,0.0
2016-02-01,101391,2,0,0.0
2016-02-01,101392,2,0,0.0
2016-02-01,101395,2,0,0.0
2016-02-01,101397,4,1,0.0177
2016-02-01,101399,4,1,0.04
2016-02-01,101412,4,1,0.0402
2016-02-01,101413,4,1,0.0393
2016-02-01,101414,3,1,0.0513
2016-02-01,101417,4,0,0.0
2016-02-01,101428,3,1,0.12
2016-02-01,101440,4,1,0.0302
2016-02-01,101443,4,1,0.0357
2016-02-01,101444,3,1,0.0476
2016-02-01,101451,4,1,0.0189
2016-02-01,101452,1,0,0.0
2016-02-01,101461,3,0,0.0
2016-02-01,101463,2,0,0.0
2016-02-01,101464,2,0,0.0
2016-02-01,101466,4,1,0.0089
2016-02-01,101469,1,0,0.0
2016-02-01,10147,3,0,0.0
2016-02-01,101472,3,1,0.0294
2016-02-01,101475,3,1,0.2174
2016-02-01,101476,2,1,0.5
2016-02-01,101477,2,1,0.6667
2016-02-01,101483,3,1,0.1
2016-02-01,101486,2,0,0.0
2016-02-01,101488,4,1,0.0301
2016-02-01,101489,2,0,0.0
2016-02-01,10149,1,0,0.0
2016-02-01,101493,1,0,0.0
2016-02-01,101499,1,0,0.0
2016-02-01,1015,3,1,0.1429
2016-02-01,101503,3,1,0.2
2016-02-01,101504,4,1,0.0136
2016-02-01,101505,2,0,0.0
2016-02-01,101509,2,0,0.0
2016-02-01,10151,2,1,0.25
2016-02-01,101513,2,0,0.0
2016-02-01,101515,2,0,0.0
2016-02-01,101518,2,1,0.2
2016-02-01,101519,1,0,0.0
2016-02-01,101521,2,0,0.0
2016-02-01,101525,3,0,0.0
2016-02-01,101526,2,0,0.0
2016-02-01,101529,1,0,0.0
2016-02-01,101530,1,0,0.0
2016-02-01,101531,2,1,0.5
2016-02-01,101532,1,0,0.0
2016-02-01,101535,1,0,0.0
2016-02-01,101536,1,0,0.0
2016-02-01,101544,1,0,0.0
2016-02-01,101546,2,0,0.0
2016-02-01,101554,1,0,0.0
2016-02-01,101561,4,1,0.0161
2016-02-01,101570,3,1,0.1538
2016-02-01,101573,4,1,0.0059
2016-02-01,101574,4,1,0.0379
2016-02-01,101584,4,1,0.0231
2016-02-01,101585,2,0,0.0
2016-02-01,101587,2,1,0.25
2016-02-01,10159,4,1,0.0303
2016-02-01,101593,2,0,0.0
2016-02-01,1016,1,0,0.0
2016-02-01,101607,0,0,0.0
2016-02-01,101619,4,1,0.0079
2016-02-01,101625,2,1,0.5
2016-02-01,101629,3,1,0.0526
2016-02-01,10163,4,1,0.0244
2016-02-01,101635,1,0,0.0
2016-02-01,101642,2,1,0.1
2016-02-01,101645,4,1,0.0391
2016-02-01,101647,2,0,0.0
2016-02-01,101648,1,0,0.0
2016-02-01,101652,3,1,0.0476
2016-02-01,101656,3,1,0.122
2016-02-01,101658,1,0,0.0
2016-02-01,101663,1,0,0.0
2016-02-01,101664,4,1,0.0401
2016-02-01,101667,2,0,0.0
2016-02-01,101669,4,1,0.0172
2016-02-01,10167,4,1,0.021
2016-02-01,101673,0,0,0.0
2016-02-01,101677,4,1,0.0289
2016-02-01,101678,0,0,0.0
2016-02-01,10169,2,0,0.0
2016-02-01,101692,1,0,0.0
2016-02-01,101693,4,1,0.0318
2016-02-01,101695,1,0,0.0
2016-02-01,101697,4,1,0.0081
2016-02-01,10170,3,0,0.0
2016-02-01,10171,1,0,0.0
2016-02-01,101711,1,0,0.0
2016-02-01,101713,2,1,0.2
2016-02-01,101714,2,1,0.1
2016-02-01,101717,3,0,0.0
2016-02-01,101721,4,1,0.0325
2016-02-01,101726,4,1,0.0354
2016-02-01,101729,2,0,0.0
2016-02-01,101732,2,0,0.0
2016-02-01,101736,1,1,1.0
2016-02-01,101737,3,1,0.0909
2016-02-01,101746,2,0,0.0
2016-02-01,101747,2,0,0.0
2016-02-01,101748,4,1,0.016
2016-02-01,101752,3,1,0.0625
2016-02-01,101756,2,0,0.0
2016-02-01,10176,1,0,0.0
2016-02-01,101771,1,0,0.0
2016-02-01,101774,2,0,0.0
2016-02-01,101779,3,0,0.0
2016-02-01,101787,4,1,0.0172
2016-02-01,10179,4,1,0.0381
2016-02-01,101793,3,1,0.2381
2016-02-01,101794,2,0,0.0
2016-02-01,101798,3,0,0.0
2016-02-01,1018,4,1,0.0156
2016-02-01,10180,4,1,0.0221
2016-02-01,101802,3,0,0.0
2016-02-01,101806,4,1,0.005
2016-02-01,101808,4,1,0.0364
2016-02-01,101819,4,1,0.0106
2016-02-01,101820,2,0,0.0
2016-02-01,101824,3,1,0.125
2016-02-01,101831,2,0,0.0
2016-02-01,101835,1,1,1.0
2016-02-01,10184,4,1,0.0421
2016-02-01,101840,3,1,0.0556
2016-02-01,101850,2,0,0.0
2016-02-01,101857,3,0,0.0
2016-02-01,101858,4,1,0.0385
2016-02-01,101859,3,0,0.0
2016-02-01,101860,1,0,0.0
2016-02-01,101868,2,0,0.0
2016-02-01,10187,4,1,0.0306
2016-02-01,101870,1,0,0.0
2016-02-01,101872,1,0,0.0
2016-02-01,101873,2,1,0.3333
2016-02-01,10189,2,1,0.5
2016-02-01,101891,4,1,0.0212
2016-02-01,101897,4,1,0.044
2016-02-01,101898,1,0,0.0
2016-02-01,10190,0,0,0.0
2016-02-01,101901,3,1,0.0313
2016-02-01,101905,3,0,0.0
2016-02-01,101912,4,1,0.0282
2016-02-01,101916,4,1,0.0182
2016-02-01,101918,2,0,0.0
2016-02-01,10192,4,1,0.0606
2016-02-01,10193,4,1,0.0278
2016-02-01,101933,2,0,0.0
2016-02-01,101934,4,1,0.0127
2016-02-01,101939,2,0,0.0
2016-02-01,101943,4,1,0.0296
2016-02-01,101946,4,1,0.0584
2016-02-01,101951,1,0,0.0
2016-02-01,101953,2,0,0.0
2016-02-01,10196,2,0,0.0
2016-02-01,101965,2,1,0.125
2016-02-01,101971,4,0,0.0
2016-02-01,101973,0,0,0.0
2016-02-01,101977,2,0,0.0
2016-02-01,101983,2,0,0.0
2016-02-01,101986,3,0,0.0
2016-02-01,101989,2,1,0.2
2016-02-01,101990,1,0,0.0
2016-02-01,101991,1,0,0.0
2016-02-01,101993,2,0,0.0
2016-02-01,101995,3,1,0.0588
2016-02-01,101996,4,0,0.0
2016-02-01,101998,4,1,0.1111
2016-02-01,101999,3,1,0.0455
2016-02-01,1020,0,0,0.0
2016-02-01,102002,4,0,0.0
2016-02-01,102004,1,0,0.0
2016-02-01,102005,0,0,0.0
2016-02-01,102007,2,0,0.0
2016-02-01,102014,1,0,0.0
2016-02-01,102015,2,0,0.0
2016-02-01,102016,2,0,0.0
2016-02-01,102017,1,0,0.0
2016-02-01,102018,2,1,0.1667
2016-02-01,102020,4,1,0.007
2016-02-01,102024,3,1,0.0588
2016-02-01,102031,0,0,0.0
2016-02-01,102034,4,1,0.0226
2016-02-01,10204,2,0,0.0
2016-02-01,102041,1,0,0.0
2016-02-01,102042,2,0,0.0
2016-02-01,102045,0,0,0.0
2016-02-01,102047,0,0,0.0
2016-02-01,102048,4,1,0.0224
2016-02-01,102049,4,1,0.041
2016-02-01,10205,1,0,0.0
2016-02-01,102053,2,0,0.0
2016-02-01,102054,4,1,0.0489
2016-02-01,102057,2,1,0.6667
2016-02-01,102058,1,0,0.0
2016-02-01,102060,2,0,0.0
2016-02-01,102066,2,1,0.1429
2016-02-01,102069,2,0,0.0
2016-02-01,102070,4,1,0.0828
2016-02-01,102072,4,1,0.1023
2016-02-01,102074,2,0,0.0
2016-02-01,10208,4,1,0.0581
2016-02-01,102082,2,0,0.0
2016-02-01,102083,2,0,0.0
2016-02-01,102090,4,1,0.0538
2016-02-01,102091,2,0,0.0
2016-02-01,102094,2,0,0.0
2016-02-01,102098,2,0,0.0
2016-02-01,1021,1,0,0.0
2016-02-01,102101,0,0,0.0
2016-02-01,102107,0,0,0.0
2016-02-01,102109,1,0,0.0
2016-02-01,10211,4,1,0.0245
2016-02-01,102110,4,1,0.0328
2016-02-01,102112,4,1,0.0353
2016-02-01,102113,4,1,0.1525
2016-02-01,102153,1,0,0.0
2016-02-01,10216,1,1,1.0
2016-02-01,102164,2,0,0.0
2016-02-01,102166,4,1,0.0213
2016-02-01,10217,2,0,0.0
2016-02-01,102174,4,1,0.0119
2016-02-01,102177,4,1,0.0625
2016-02-01,102185,3,1,0.0909
2016-02-01,102187,2,0,0.0
2016-02-01,102191,3,0,0.0
2016-02-01,102192,2,1,0.25
2016-02-01,102193,4,1,0.0173
2016-02-01,102196,4,1,0.0098
2016-02-01,102200,2,0,0.0
2016-02-01,102203,4,1,0.0883
2016-02-01,102204,4,1,0.0694
2016-02-01,102205,1,0,0.0
2016-02-01,102206,4,1,0.0109
2016-02-01,102210,4,1,0.0562
2016-02-01,102211,1,0,0.0
2016-02-01,102213,3,0,0.0
2016-02-01,102217,2,1,0.3333
2016-02-01,102219,4,1,0.0291
2016-02-01,102220,3,0,0.0
2016-02-01,102221,2,0,0.0
2016-02-01,102224,2,0,0.0
2016-02-01,102225,2,0,0.0
2016-02-01,102226,4,1,0.0196
2016-02-01,102227,4,1,0.0574
2016-02-01,102231,3,1,0.0769
2016-02-01,102232,4,1,0.0267
2016-02-01,102235,2,0,0.0
2016-02-01,102239,2,0,0.0
2016-02-01,10224,2,0,0.0
2016-02-01,102242,4,1,0.0375
2016-02-01,102243,2,0,0.0
2016-02-01,102245,3,1,0.0571
2016-02-01,102246,1,0,0.0
2016-02-01,10225,1,0,0.0
2016-02-01,102256,2,0,0.0
2016-02-01,102257,1,0,0.0
2016-02-01,102259,4,1,0.0286
2016-02-01,102273,2,0,0.0
2016-02-01,102278,2,1,0.4
2016-02-01,102288,1,0,0.0
2016-02-01,102296,0,0,0.0
2016-02-01,102298,1,0,0.0
2016-02-01,10230,2,1,0.5
2016-02-01,10231,4,1,0.0217
2016-02-01,102310,2,0,0.0
2016-02-01,102311,4,1,0.0287
2016-02-01,102313,2,0,0.0
2016-02-01,102316,3,1,0.0741
2016-02-01,102327,3,0,0.0
2016-02-01,102328,2,0,0.0
2016-02-01,102329,3,0,0.0
2016-02-01,10233,1,0,0.0
2016-02-01,102335,4,1,0.0244
2016-02-01,102340,3,0,0.0
2016-02-01,102341,0,0,0.0
2016-02-01,102343,2,0,0.0
2016-02-01,102346,2,1,0.3333
2016-02-01,102348,1,1,1.0
2016-02-01,10235,4,1,0.0783
2016-02-01,102359,3,1,0.1429
2016-02-01,102361,0,0,0.0
2016-02-01,102364,2,0,0.0
2016-02-01,102366,2,1,0.2857
2016-02-01,10237,4,1,0.0286
2016-02-01,102370,3,1,0.1053
2016-02-01,102373,4,1,0.0349
2016-02-01,102374,2,0,0.0
2016-02-01,102375,3,1,0.1026
2016-02-01,10238,3,1,0.0741
2016-02-01,10239,4,1,0.0264
2016-02-01,102397,3,0,0.0
2016-02-01,102399,2,0,0.0
2016-02-01,102401,2,1,0.2
2016-02-01,102403,3,1,0.0313
2016-02-01,102409,4,1,0.0428
2016-02-01,102411,3,0,0.0
2016-02-01,102417,0,0,0.0
2016-02-01,102419,3,0,0.0
2016-02-01,10242,3,0,0.0
2016-02-01,102421,1,0,0.0
2016-02-01,102424,0,0,0.0
2016-02-01,102432,2,0,0.0
2016-02-01,102434,2,1,0.1667
2016-02-01,102440,2,0,0.0
2016-02-01,102441,2,1,0.5
2016-02-01,102442,3,1,0.0313
2016-02-01,102449,1,0,0.0
2016-02-01,102451,4,1,0.0346
2016-02-01,102454,3,1,0.125
2016-02-01,102456,1,0,0.0
2016-02-01,10246,3,0,0.0
2016-02-01,102467,3,1,0.0625
2016-02-01,102468,3,1,0.0612
2016-02-01,102476,2,0,0.0
2016-02-01,102480,2,0,0.0
2016-02-01,102483,4,1,0.0253
2016-02-01,102485,2,0,0.0
2016-02-01,102488,4,1,0.0248
2016-02-01,102490,2,0,0.0
2016-02-01,102491,2,0,0.0
2016-02-01,102493,3,0,0.0
2016-02-01,102499,1,1,1.0
2016-02-01,10250,2,0,0.0
2016-02-01,102504,0,0,0.0
2016-02-01,102506,2,0,0.0
2016-02-01,102508,4,1,0.0172
2016-02-01,10251,4,1,0.0519
2016-02-01,102511,2,0,0.0
2016-02-01,102514,2,0,0.0
2016-02-01,102520,3,0,0.0
2016-02-01,102527,0,0,0.0
2016-02-01,102538,0,0,0.0
2016-02-01,102545,3,0,0.0
2016-02-01,102546,0,0,0.0
2016-02-01,102548,4,1,0.0166
2016-02-01,102552,1,0,0.0
2016-02-01,102559,3,1,0.125
2016-02-01,102560,2,0,0.0
2016-02-01,102561,1,0,0.0
2016-02-01,102564,3,0,0.0
2016-02-01,102568,0,0,0.0
2016-02-01,10257,4,1,0.0417
2016-02-01,102577,4,1,0.0196
2016-02-01,102578,4,1,0.177
2016-02-01,10258,1,1,1.0
2016-02-01,102584,1,0,0.0
2016-02-01,102588,1,0,0.0
2016-02-01,102591,4,1,0.0435
2016-02-01,102594,1,0,0.0
2016-02-01,102597,3,1,0.0444
2016-02-01,102599,4,1,0.0275
2016-02-01,102602,3,0,0.0
