sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
101323,1,1,1,8,800,,,,,,,,,,,,,
101325,-1,1,-1,8,200,,,,,,,,,,,2.0,0.0,0.0
10133,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,3.0,1.0,0.0333
101344,3,2,2,8,489,,,,,,,,,,,,,
101352,1,1,1,8,885,,,,,,,,,,,4.0,1.0,0.0172
101367,2,1,1,8,812,,,,,,,,,,,4.0,1.0,0.0424
101371,3,2,1,8,489,,,,,,,,,,,1.0,0.0,0.0
101375,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101378,2,2,2,8,623,,,,,,,,,,,,,
101384,3,1,2,8,214,,,,,,,,,,,,,
101386,2,1,2,8,124,,,,,,,,,,,1.0,1.0,1.0
101397,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0177
101413,1,1,2,8,693,,,,,,,,,,,4.0,1.0,0.0393
101417,1,2,1,8,693,,,,,,,,,,,4.0,0.0,0.0
101424,3,1,1,8,214,,,,,,,,,,,,,
101429,3,1,2,8,214,,,,,,,,,,,,,
101432,3,1,2,8,214,,,,,,,,,,,,,
101443,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0357
101447,-1,-1,-1,8,91,,,,,,,,,,,,,
101464,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0
101479,3,2,2,8,214,,,,,,,,,,,,,
101485,3,2,2,8,214,,,,,,,,,,,,,
101486,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
101511,3,-1,-1,8,214,,,,,,,,,,,,,
101513,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
101519,2,1,1,8,355,,,,,,,,,,,1.0,0.0,0.0
101520,3,-1,2,8,489,,,,,,,,,,,,,
101521,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
10153,2,-1,1,8,124,,,,,,,,,,,,,
101531,2,2,1,8,124,,,,,,,,,,,2.0,1.0,0.5
101537,3,1,2,8,214,,,,,,,,,,,,,
101539,2,2,2,8,812,,,,,,,,,,,,,
10154,3,1,2,8,214,,,,,,,,,,,,,
101545,1,2,2,8,800,,,,,,,,,,,,,
101546,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0
101548,2,2,-1,8,124,,,,,,,,,,,,,
10155,1,1,2,8,545,,,,,,,,,,,,,
101566,2,1,-1,8,812,,,,,,,,,,,,,
101569,3,2,2,8,306,,,,,,,,,,,,,
10157,2,-1,-1,8,623,,,,,,,,,,,,,
101572,2,2,2,8,812,,,,,,,,,,,,,
101576,3,1,2,8,489,,,,,,,,,,,,,
101581,3,1,2,8,489,,,,,,,,,,,,,
101583,3,1,-1,8,489,,,,,,,,,,,,,
101598,-1,1,2,8,562,,,,,,,,,,,,,
101599,3,-1,2,8,489,,,,,,,,,,,,,
101600,3,1,2,8,489,,,,,,,,,,,,,
101604,-1,1,1,8,801,,,,,,,,,,,,,
101608,1,1,2,8,800,,,,,,,,,,,,,
101612,3,1,2,8,214,,,,,,,,,,,,,
101618,3,2,2,8,214,,,,,,,,,,,,,
101622,3,1,2,8,489,,,,,,,,,,,,,
101624,1,1,2,8,800,,,,,,,,,,,,,
101638,1,2,2,8,30,,,,,,,,,,,,,
101642,1,1,1,8,545,,,,,,,,,,,2.0,1.0,0.1
101648,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101656,2,1,1,8,124,,,,,,,,,,,3.0,1.0,0.122
101658,3,-1,2,8,489,,,,,,,,,,,1.0,0.0,0.0
101664,1,1,2,8,693,22.0,0.0,2.0,0.0,0.0,25.0,,0.0,0.0,,4.0,1.0,0.0401
101666,3,2,1,8,214,,,,,,,,,,,,,
101670,3,2,-1,8,214,,,,,,,,,,,,,
101672,-1,-1,1,8,605,,,,,,,,,,,,,
101675,2,2,2,8,623,,,,,,,,,,,,,
101679,1,-1,1,8,375,,,,,,,,,,,,,
101682,1,-1,-1,8,693,,,,,,,,,,,,,
101686,3,2,1,8,489,,,,,,,,,,,,,
101689,1,1,2,8,800,,,,,,,,,,,,,
10171,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0
101713,1,1,2,8,885,,,,,,,,,,,2.0,1.0,0.2
101714,2,1,1,8,124,,,,,,,,,,,2.0,1.0,0.1
101728,1,2,2,8,885,,,,,,,,,,,,,
101729,3,-1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
101730,-1,-1,1,8,766,,,,,,,,,,,,,
101731,2,2,-1,8,812,,,,,,,,,,,,,
101737,2,1,2,8,124,,,,,,,,,,,3.0,1.0,0.0909
101744,3,1,1,8,214,,,,,,,,,,,,,
101750,2,1,2,8,124,,,,,,,,,,,,,
101757,1,2,1,8,800,,,,,,,,,,,,,
101763,1,1,2,8,885,,,,,,,,,,,,,
101779,2,2,2,8,124,0.0,0.0,1.0,0.0,0.0,0.0,,,,,3.0,0.0,0.0
10178,1,2,1,8,800,,,,,,,,,,,,,
10179,2,2,1,8,812,,,,,,,,,,,4.0,1.0,0.0381
101802,3,2,2,8,214,,,,,,,,,,,3.0,0.0,0.0
101803,3,2,2,8,571,,,,,,,,,,,,,
101810,3,1,1,8,489,,,,,,,,,,,,,
101813,3,2,2,8,489,,,,,,,,,,,,,
101814,2,1,1,8,124,,,,,,,,,,,,,
101817,3,2,-1,8,489,,,,,,,,,,,,,
101820,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
101858,2,1,1,8,124,,,,,,,,,,,4.0,1.0,0.0385
101868,2,1,2,8,812,,,,,,,,,,,2.0,0.0,0.0
101871,3,2,2,8,489,,,,,,,,,,,,,
101875,2,1,2,8,812,,,,,,,,,,,,,
101880,1,2,1,8,403,,,,,,,,,,,,,
101896,2,1,2,8,655,,,,,,,,,,,,,
101903,3,1,-1,8,214,,,,,,,,,,,,,
101911,1,-1,1,8,800,,,,,,,,,,,,,
101926,3,1,-1,8,214,,,,,,,,,,,,,
101931,3,1,1,8,214,,,,,,,,,,,,,
101932,3,2,2,8,214,,,,,,,,,,,,,
101937,3,1,2,8,489,,,,,,,,,,,,,
101940,2,1,2,8,812,,,,,,,,,,,,,
101953,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0
101957,-1,1,-1,8,244,,,,,,,,,,,,,
10198,3,1,2,8,489,,,,,,,,,,,,,
101984,3,-1,2,8,489,,,,,,,,,,,,,
10199,3,2,1,8,214,,,,,,,,,,,,,
101999,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0455
1020,3,2,1,8,214,,,,,,,,,,,0.0,0.0,0.0
102000,3,2,2,8,214,,,,,,,,,,,,,
102002,3,2,1,8,214,,,,,,,,,,,4.0,0.0,0.0
102006,3,-1,1,8,489,,,,,,,,,,,,,
102021,2,1,-1,8,623,,,,,,,,,,,,,
102027,1,1,2,8,885,,,,,,,,,,,,,
102039,3,2,1,8,571,,,,,,,,,,,,,
102042,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
102053,1,2,-1,8,693,,,,,,,,,,,2.0,0.0,0.0
102054,3,1,1,8,214,,,,,,,,,,,4.0,1.0,0.0489
102080,2,-1,-1,8,812,,,,,,,,,,,,,
102090,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0538
102096,3,1,1,8,214,,,,,,,,,,,,,
102098,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,0.0
102100,3,1,1,8,489,,,,,,,,,,,,,
102102,3,1,2,8,489,,,,,,,,,,,,,
102103,1,1,-1,8,30,,,,,,,,,,,,,
102110,2,1,2,8,812,6.0,0.0,0.0,0.0,1.0,12.0,,0.0,0.0,0.0,4.0,1.0,0.0328
102111,3,2,2,8,489,,,,,,,,,,,,,
102113,-1,1,1,8,916,,,,,,,,,,,4.0,1.0,0.1525
102125,-1,2,1,8,70,,,,,,,,,,,,,
102129,1,1,2,8,885,,,,,,,,,,,,,
102130,3,2,1,8,489,,,,,,,,,,,,,
102134,3,2,1,8,489,,,,,,,,,,,,,
10214,1,2,1,8,545,,,,,,,,,,,,,
102142,3,1,1,8,489,,,,,,,,,,,,,
102158,3,1,2,8,489,,,,,,,,,,,,,
102162,3,2,1,8,489,,,,,,,,,,,,,
102171,3,-1,1,8,489,,,,,,,,,,,,,
102172,1,-1,-1,8,693,,,,,,,,,,,,,
102174,1,1,1,8,403,,,,,,,,,,,4.0,1.0,0.0119
10218,2,1,1,8,635,,,,,,,,,,,,,
102180,3,1,2,8,489,,,,,,,,,,,,,
102186,3,-1,-1,8,214,,,,,,,,,,,,,
102188,3,1,2,8,489,,,,,,,,,,,,,
102204,2,1,2,8,812,,,,,,,,,,,4.0,1.0,0.0694
102210,-1,1,2,8,556,,,,,,,,,,,4.0,1.0,0.0562
102223,3,1,2,8,571,,,,,,,,,,,,,
102225,1,1,2,8,800,,,,,,,,,,,2.0,0.0,0.0
10223,3,1,1,8,214,,,,,,,,,,,,,
102230,3,1,2,8,214,,,,,,,,,,,,,
102231,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0769
10224,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
102245,3,1,1,8,489,,,,,,,,,,,3.0,1.0,0.0571
102247,3,1,2,8,214,,,,,,,,,,,,,
102255,3,1,2,8,214,,,,,,,,,,,,,
102258,2,1,1,8,635,,,,,,,,,,,,,
102267,3,1,2,8,214,,,,,,,,,,,,,
102271,3,2,1,8,489,,,,,,,,,,,,,
102274,3,-1,2,8,489,,,,,,,,,,,,,
102275,3,1,2,8,214,,,,,,,,,,,,,
102280,3,1,2,8,489,,,,,,,,,,,,,
102290,3,2,2,8,489,,,,,,,,,,,,,
102291,3,2,1,8,489,,,,,,,,,,,,,
102293,3,2,2,8,214,,,,,,,,,,,,,
102300,3,2,1,8,214,,,,,,,,,,,,,
102306,3,1,2,8,214,,,,,,,,,,,,,
102309,3,1,2,8,214,,,,,,,,,,,,,
102310,3,2,-1,8,306,,,,,,,,,,,2.0,0.0,0.0
102312,3,1,1,8,489,,,,,,,,,,,,,
102320,2,1,2,8,655,,,,,,,,,,,,,
102328,1,2,2,8,403,,,,,,,,,,,2.0,0.0,0.0
102342,3,1,1,8,489,,,,,,,,,,,,,
102344,3,1,-1,8,489,,,,,,,,,,,,,
102350,3,-1,1,8,214,,,,,,,,,,,,,
102351,3,2,2,8,306,,,,,,,,,,,,,
102377,3,1,2,8,214,,,,,,,,,,,,,
102388,3,-1,2,8,214,,,,,,,,,,,,,
10239,3,2,2,8,489,,,,,,,,,,,4.0,1.0,0.0264
102403,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0313
102406,3,1,2,8,489,,,,,,,,,,,,,
102414,3,1,2,8,489,,,,,,,,,,,,,
102420,3,1,2,8,306,,,,,,,,,,,,,
102428,3,1,2,8,489,,,,,,,,,,,,,
102430,1,2,2,8,800,,,,,,,,,,,,,
102456,3,1,-1,8,214,,,,,,,,,,,1.0,0.0,0.0
102459,3,1,2,8,489,,,,,,,,,,,,,
10246,3,1,1,8,214,,,,,,,,,,,3.0,0.0,0.0
102460,1,1,2,8,30,,,,,,,,,,,,,
102462,3,1,-1,8,489,,,,,,,,,,,,,
10247,1,2,2,8,885,,,,,,,,,,,,,
102474,3,-1,1,8,214,,,,,,,,,,,,,
102482,3,1,-1,8,489,,,,,,,,,,,,,
102484,1,1,2,8,545,,,,,,,,,,,,,
102485,3,2,2,8,489,,,,,,,,,,,2.0,0.0,0.0
102498,3,2,1,8,214,,,,,,,,,,,,,
102499,3,1,2,8,214,,,,,,,,,,,1.0,1.0,1.0
102506,3,-1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
102519,3,1,1,8,214,,,,,,,,,,,,,
102522,3,-1,-1,8,214,,,,,,,,,,,,,
102526,3,1,2,8,214,,,,,,,,,,,,,
102527,3,1,2,8,214,3.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,0.0,0.0,0.0
10253,3,-1,-1,8,214,,,,,,,,,,,,,
102540,2,-1,-1,8,812,,,,,,,,,,,,,
102542,3,1,1,8,214,,,,,,,,,,,,,
102545,1,1,1,8,403,,,,,,,,,,,3.0,0.0,0.0
102569,1,1,2,8,800,,,,,,,,,,,,,
102576,1,2,1,8,403,,,,,,,,,,,,,
102577,3,1,1,8,306,,,,,,,,,,,4.0,1.0,0.0196
102585,1,2,2,8,885,,,,,,,,,,,,,
102605,3,2,1,8,214,,,,,,,,,,,,,
102615,3,1,1,8,214,,,,,,,,,,,3.0,0.0,0.0
10263,2,1,2,8,804,,,,,,,,,,,,,
102638,3,2,1,8,489,,,,,,,,,,,,,
10264,1,1,2,8,885,,,,,,,,,,,,,
102644,3,2,1,8,306,,,,,,,,,,,,,
102646,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0357
102649,3,1,1,8,489,,,,,,,,,,,,,
102651,3,-1,-1,8,489,,,,,,,,,,,,,
102653,3,-1,1,8,489,,,,,,,,,,,,,
102655,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0099
102658,3,2,2,8,489,,,,,,,,,,,,,
102659,3,1,-1,8,214,,,,,,,,,,,,,
102662,1,2,2,8,403,,,,,,,,,,,,,
102666,3,-1,1,8,489,,,,,,,,,,,,,
102675,2,2,2,8,623,,,,,,,,,,,4.0,1.0,0.0513
102701,3,1,2,8,214,,,,,,,,,,,,,
102708,3,2,1,8,214,,,,,,,,,,,2.0,0.0,0.0
102709,-1,1,2,8,561,,,,,,,,,,,,,
10271,-1,2,1,8,766,,,,,,,,,,,,,
102713,3,1,-1,8,214,,,,,,,,,,,,,
102720,3,2,1,8,489,,,,,,,,,,,,,
102728,2,1,2,8,124,,,,,,,,,,,,,
102734,2,1,2,8,124,,,,,,,,,,,,,
102737,2,1,2,8,812,,,,,,,,,,,,,
102752,2,1,-1,8,812,,,,,,,,,,,,,
102754,3,1,2,8,214,,,,,,,,,,,0.0,0.0,0.0
102774,3,2,1,8,214,,,,,,,,,,,1.0,0.0,0.0
102775,1,1,2,8,658,,,,,,,,,,,2.0,0.0,0.0
102779,3,1,-1,8,489,,,,,,,,,,,,,
102791,2,1,2,8,812,,,,,,,,,,,,,
102807,3,2,2,8,489,,,,,,,,,,,,,
10281,-1,1,1,8,766,3.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0149
102811,3,1,1,8,214,,,,,,,,,,,,,
102813,3,1,2,8,214,,,,,,,,,,,3.0,0.0,0.0
102815,2,-1,-1,8,623,,,,,,,,,,,,,
102819,3,1,2,8,214,,,,,,,,,,,,,
10282,3,1,1,8,489,,,,,,,,,,,,,
102829,2,1,2,8,124,,,,,,,,,,,3.0,1.0,0.0833
102838,3,2,2,8,489,,,,,,,,,,,,,
10285,3,1,2,8,214,,,,,,,,,,,,,
102854,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0
102858,2,2,2,8,124,,,,,,,,,,,,,
10288,3,1,-1,8,214,,,,,,,,,,,3.0,1.0,0.0455
10290,2,2,2,8,623,,,,,,,,,,,1.0,0.0,0.0
102920,3,2,2,8,214,,,,,,,,,,,4.0,1.0,0.0138
102922,3,-1,1,8,489,,,,,,,,,,,,,
10294,1,1,2,8,800,,,,,,,,,,,,,
102943,3,1,2,8,214,,,,,,,,,,,,,
102954,1,1,1,8,800,,,,,,,,,,,,,
102961,3,-1,2,8,489,,,,,,,,,,,1.0,0.0,0.0
10297,3,2,2,8,489,,,,,,,,,,,,,
102979,3,1,2,8,489,,,,,,,,,,,,,
102983,3,2,1,8,489,,,,,,,,,,,,,
