user_id,sku_id,time,model_id,type,cate,brand
214690.0,75018,2016-02-29 23:59:13,0,6,9,630
277610.0,125704,2016-02-29 23:59:14,11,6,8,214
272729.0,26229,2016-02-29 23:59:14,,1,9,640
272729.0,26229,2016-02-29 23:59:15,0,6,9,640
203360.0,78694,2016-02-29 23:59:15,,1,8,244
279946.0,54265,2016-02-29 23:59:16,0,6,5,479
203360.0,78694,2016-02-29 23:59:16,0,6,8,244
239378.0,33258,2016-02-29 23:59:16,,1,7,38
263551.0,24371,2016-02-29 23:59:16,121,6,8,545
236278.0,78694,2016-02-29 23:59:16,,1,8,244
236278.0,78694,2016-02-29 23:59:16,0,6,8,244
239378.0,33258,2016-02-29 23:59:17,0,6,7,38
271730.0,45149,2016-02-29 23:59:17,11,6,9,630
279946.0,125188,2016-02-29 23:59:17,0,6,5,479
217496.0,59175,2016-02-29 23:59:17,,1,8,545
279946.0,125188,2016-02-29 23:59:17,,1,5,479
254402.0,49178,2016-02-29 23:59:17,,1,8,545
263383.0,87057,2016-02-29 23:59:18,,1,7,216
217496.0,59175,2016-02-29 23:59:18,0,6,8,545
254402.0,49178,2016-02-29 23:59:18,0,6,8,545
297032.0,20308,2016-02-29 23:59:18,120,6,8,306
203360.0,78694,2016-02-29 23:59:18,,1,8,244
263383.0,87057,2016-02-29 23:59:18,0,6,7,216
298771.0,143981,2016-02-29 23:59:18,,1,4,752
257109.0,60861,2016-02-29 23:59:19,,1,8,489
236278.0,78694,2016-02-29 23:59:19,,1,8,244
203360.0,78694,2016-02-29 23:59:19,0,6,8,244
298771.0,143981,2016-02-29 23:59:19,0,6,4,752
236278.0,78694,2016-02-29 23:59:20,0,6,8,244
211895.0,90621,2016-02-29 23:59:21,0,6,8,306
217496.0,59175,2016-02-29 23:59:21,0,6,8,545
211895.0,90621,2016-02-29 23:59:21,,1,8,306
215026.0,10373,2016-02-29 23:59:21,,1,7,306
217496.0,59175,2016-02-29 23:59:21,,1,8,545
203360.0,78694,2016-02-29 23:59:22,,1,8,244
290968.0,31662,2016-02-29 23:59:22,,1,8,545
257109.0,60861,2016-02-29 23:59:22,0,6,8,489
290968.0,31662,2016-02-29 23:59:22,0,6,8,545
203360.0,78694,2016-02-29 23:59:23,0,6,8,244
270248.0,35533,2016-02-29 23:59:23,111,6,4,306
290845.0,140741,2016-02-29 23:59:23,0,6,7,587
290845.0,140741,2016-02-29 23:59:23,,1,7,587
236278.0,78694,2016-02-29 23:59:24,,1,8,244
290845.0,140741,2016-02-29 23:59:24,0,6,7,587
263383.0,87057,2016-02-29 23:59:25,0,6,7,216
252369.0,90402,2016-02-29 23:59:25,14,6,7,38
280567.0,37164,2016-02-29 23:59:25,,1,4,519
298771.0,143981,2016-02-29 23:59:25,0,6,4,752
298771.0,74655,2016-02-29 23:59:25,0,6,4,752
298771.0,74655,2016-02-29 23:59:25,,1,4,752
217496.0,59175,2016-02-29 23:59:25,0,6,8,545
236278.0,78694,2016-02-29 23:59:25,0,6,8,244
217496.0,59175,2016-02-29 23:59:25,,1,8,545
203360.0,78694,2016-02-29 23:59:25,,1,8,244
211895.0,90621,2016-02-29 23:59:25,0,6,8,306
263383.0,87057,2016-02-29 23:59:25,,1,7,216
280567.0,37164,2016-02-29 23:59:26,0,6,4,519
203360.0,78694,2016-02-29 23:59:26,0,6,8,244
272729.0,82031,2016-02-29 23:59:27,0,6,9,640
283244.0,136020,2016-02-29 23:59:27,,1,7,427
283244.0,136020,2016-02-29 23:59:27,0,6,7,427
203360.0,78694,2016-02-29 23:59:28,,1,8,244
203360.0,78694,2016-02-29 23:59:28,0,6,8,244
217496.0,59175,2016-02-29 23:59:28,0,6,8,545
236278.0,78694,2016-02-29 23:59:28,,1,8,244
217496.0,59175,2016-02-29 23:59:28,,1,8,545
236278.0,78694,2016-02-29 23:59:28,0,6,8,244
228692.0,103132,2016-02-29 23:59:29,0,6,8,545
252369.0,90402,2016-02-29 23:59:29,,1,7,38
212459.0,10325,2016-02-29 23:59:29,0,6,8,885
216738.0,30479,2016-02-29 23:59:29,,1,7,216
228692.0,103132,2016-02-29 23:59:29,,1,8,545
216738.0,30479,2016-02-29 23:59:30,0,6,7,216
266935.0,38594,2016-02-29 23:59:30,,1,8,244
252369.0,90402,2016-02-29 23:59:30,0,6,7,38
203360.0,78694,2016-02-29 23:59:30,,1,8,244
266935.0,38594,2016-02-29 23:59:31,0,6,8,244
203360.0,78694,2016-02-29 23:59:31,0,6,8,244
252369.0,90402,2016-02-29 23:59:33,,1,7,38
236278.0,78694,2016-02-29 23:59:33,0,6,8,244
236278.0,78694,2016-02-29 23:59:33,,1,8,244
252369.0,90402,2016-02-29 23:59:34,0,6,7,38
217585.0,165190,2016-02-29 23:59:34,,1,4,800
216804.0,30479,2016-02-29 23:59:34,,1,7,216
228692.0,103132,2016-02-29 23:59:34,,1,8,545
252619.0,63231,2016-02-29 23:59:35,,6,4,174
254402.0,49178,2016-02-29 23:59:35,,1,8,545
216804.0,30479,2016-02-29 23:59:35,0,6,7,216
254402.0,49178,2016-02-29 23:59:35,0,6,8,545
272729.0,16579,2016-02-29 23:59:36,,1,9,640
217496.0,59175,2016-02-29 23:59:36,,1,8,545
211895.0,276,2016-02-29 23:59:36,,1,8,306
217496.0,59175,2016-02-29 23:59:36,0,6,8,545
298771.0,74655,2016-02-29 23:59:36,17,6,4,752
272729.0,16579,2016-02-29 23:59:37,0,6,9,640
203360.0,78694,2016-02-29 23:59:37,0,6,8,244
266935.0,38594,2016-02-29 23:59:37,11,6,8,244
231260.0,90761,2016-02-29 23:59:37,,1,9,630
203360.0,78694,2016-02-29 23:59:37,,1,8,244
252369.0,90402,2016-02-29 23:59:38,,1,7,38
228692.0,103132,2016-02-29 23:59:38,0,6,8,545
211895.0,276,2016-02-29 23:59:38,0,6,8,306
231260.0,90761,2016-02-29 23:59:38,0,6,9,630
230277.0,170824,2016-02-29 23:59:38,,1,9,570
203360.0,78694,2016-02-29 23:59:39,,1,8,244
217496.0,59175,2016-02-29 23:59:39,0,6,8,545
263383.0,87057,2016-02-29 23:59:39,0,6,7,216
252369.0,90402,2016-02-29 23:59:39,0,6,7,38
217496.0,59175,2016-02-29 23:59:39,,1,8,545
263383.0,87057,2016-02-29 23:59:39,,1,7,216
220734.0,15921,2016-02-29 23:59:39,,1,8,244
256063.0,66434,2016-02-29 23:59:39,,1,7,489
236033.0,30479,2016-02-29 23:59:40,,1,7,216
203360.0,78694,2016-02-29 23:59:40,0,6,8,244
293346.0,35077,2016-02-29 23:59:40,,1,9,741
220734.0,15921,2016-02-29 23:59:40,0,6,8,244
252619.0,63231,2016-02-29 23:59:40,,6,4,174
228707.0,114890,2016-02-29 23:59:40,0,6,9,640
236033.0,30479,2016-02-29 23:59:41,0,6,7,216
293346.0,35077,2016-02-29 23:59:41,0,6,9,741
254402.0,49178,2016-02-29 23:59:41,0,6,8,545
236278.0,78694,2016-02-29 23:59:41,,1,8,244
254402.0,49178,2016-02-29 23:59:41,,1,8,545
252369.0,90402,2016-02-29 23:59:41,,1,7,38
231260.0,67353,2016-02-29 23:59:42,,1,9,630
236278.0,78694,2016-02-29 23:59:42,0,6,8,244
231260.0,90761,2016-02-29 23:59:42,0,6,9,630
220734.0,15921,2016-02-29 23:59:42,0,6,8,244
252369.0,90402,2016-02-29 23:59:42,0,6,7,38
293346.0,35077,2016-02-29 23:59:42,0,6,9,741
203360.0,78694,2016-02-29 23:59:42,,1,8,244
228707.0,114890,2016-02-29 23:59:42,,1,9,640
231260.0,67353,2016-02-29 23:59:43,0,6,9,630
211895.0,90621,2016-02-29 23:59:43,,1,8,306
217496.0,59175,2016-02-29 23:59:43,,1,8,545
203360.0,78694,2016-02-29 23:59:43,0,6,8,244
228707.0,114890,2016-02-29 23:59:43,0,6,9,640
210596.0,111778,2016-02-29 23:59:44,,1,4,306
211895.0,90621,2016-02-29 23:59:44,0,6,8,306
217496.0,59175,2016-02-29 23:59:44,0,6,8,545
252369.0,90402,2016-02-29 23:59:44,,1,7,38
263551.0,24371,2016-02-29 23:59:44,,1,8,545
203360.0,78694,2016-02-29 23:59:44,,1,8,244
252369.0,90402,2016-02-29 23:59:45,0,6,7,38
263551.0,24371,2016-02-29 23:59:45,0,6,8,545
203360.0,78694,2016-02-29 23:59:45,0,6,8,244
210596.0,111778,2016-02-29 23:59:45,0,6,4,306
210596.0,111778,2016-02-29 23:59:45,0,6,4,306
221493.0,126146,2016-02-29 23:59:45,,1,8,800
236278.0,78694,2016-02-29 23:59:46,,1,8,244
221493.0,126146,2016-02-29 23:59:46,0,6,8,800
217496.0,59175,2016-02-29 23:59:46,,1,8,545
236278.0,78694,2016-02-29 23:59:46,0,6,8,244
295840.0,82031,2016-02-29 23:59:46,,1,9,640
295840.0,82031,2016-02-29 23:59:47,0,6,9,640
217496.0,59175,2016-02-29 23:59:47,0,6,8,545
263383.0,87057,2016-02-29 23:59:48,,1,7,216
295840.0,82031,2016-02-29 23:59:48,0,6,9,640
252619.0,63231,2016-02-29 23:59:48,,6,4,174
203360.0,78694,2016-02-29 23:59:48,,1,8,244
230277.0,170824,2016-02-29 23:59:49,,1,9,570
217496.0,59175,2016-02-29 23:59:49,,1,8,545
263383.0,87057,2016-02-29 23:59:49,0,6,7,216
203360.0,78694,2016-02-29 23:59:49,0,6,8,244
260904.0,60425,2016-02-29 23:59:50,,1,8,244
254402.0,49178,2016-02-29 23:59:50,0,6,8,545
260904.0,60425,2016-02-29 23:59:50,0,6,8,244
217496.0,59175,2016-02-29 23:59:50,0,6,8,545
203360.0,78694,2016-02-29 23:59:50,,1,8,244
254402.0,49178,2016-02-29 23:59:50,,1,8,545
252369.0,90402,2016-02-29 23:59:50,,1,7,38
230147.0,128016,2016-02-29 23:59:50,,1,9,157
236033.0,87057,2016-02-29 23:59:51,,1,7,216
297032.0,36307,2016-02-29 23:59:51,,1,8,306
230147.0,128016,2016-02-29 23:59:51,0,6,9,157
236033.0,30479,2016-02-29 23:59:51,0,6,7,216
252369.0,90402,2016-02-29 23:59:51,0,6,7,38
203360.0,78694,2016-02-29 23:59:52,0,6,8,244
228692.0,103132,2016-02-29 23:59:52,0,6,8,545
236033.0,87057,2016-02-29 23:59:52,0,6,7,216
228692.0,103132,2016-02-29 23:59:52,,1,8,545
297032.0,36307,2016-02-29 23:59:52,0,6,8,306
260904.0,60425,2016-02-29 23:59:53,,1,8,244
203360.0,78694,2016-02-29 23:59:53,,1,8,244
217496.0,59175,2016-02-29 23:59:53,0,6,8,545
217496.0,59175,2016-02-29 23:59:53,,1,8,545
263551.0,24371,2016-02-29 23:59:54,0,6,8,545
216804.0,30479,2016-02-29 23:59:54,0,6,7,216
203360.0,78694,2016-02-29 23:59:54,0,6,8,244
231260.0,67353,2016-02-29 23:59:54,,1,9,630
236278.0,78694,2016-02-29 23:59:54,,1,8,244
260904.0,60425,2016-02-29 23:59:54,0,6,8,244
263551.0,15259,2016-02-29 23:59:54,,1,8,545
217496.0,59175,2016-02-29 23:59:55,,1,8,545
280567.0,37164,2016-02-29 23:59:55,,1,4,519
231260.0,67353,2016-02-29 23:59:55,0,6,9,630
280567.0,37164,2016-02-29 23:59:55,0,6,4,519
216804.0,21397,2016-02-29 23:59:55,,1,7,216
211895.0,276,2016-02-29 23:59:55,,1,8,306
263551.0,15259,2016-02-29 23:59:55,0,6,8,545
236278.0,78694,2016-02-29 23:59:55,0,6,8,244
236278.0,78694,2016-02-29 23:59:56,0,6,8,244
216804.0,21397,2016-02-29 23:59:56,0,6,7,216
252369.0,90402,2016-02-29 23:59:56,,1,7,38
236278.0,78694,2016-02-29 23:59:56,,1,8,244
252369.0,90402,2016-02-29 23:59:56,0,6,7,38
211895.0,276,2016-02-29 23:59:56,0,6,8,306
217496.0,59175,2016-02-29 23:59:56,0,6,8,545
203360.0,78694,2016-02-29 23:59:56,,1,8,244
231260.0,67353,2016-02-29 23:59:57,,1,9,630
203360.0,78694,2016-02-29 23:59:57,0,6,8,244
263383.0,87057,2016-02-29 23:59:57,,1,7,216
231260.0,67353,2016-02-29 23:59:57,0,6,9,630
211895.0,90621,2016-02-29 23:59:58,,1,8,306
213906.0,103132,2016-02-29 23:59:58,,1,8,545
271994.0,59175,2016-02-29 23:59:58,,1,8,545
231260.0,67353,2016-02-29 23:59:58,,1,9,630
271994.0,59175,2016-02-29 23:59:58,,1,8,545
263383.0,87057,2016-02-29 23:59:58,0,6,7,216
213906.0,103132,2016-02-29 23:59:58,,1,8,545
217496.0,59175,2016-02-29 23:59:58,,1,8,545
260904.0,60425,2016-02-29 23:59:58,0,6,8,244
231260.0,67353,2016-02-29 23:59:59,0,6,9,630
217496.0,59175,2016-02-29 23:59:59,0,6,8,545
213906.0,103132,2016-02-29 23:59:59,,1,8,545
252369.0,90402,2016-02-29 23:59:59,,1,7,38
213906.0,103132,2016-02-29 23:59:59,,1,8,545
252369.0,90402,2016-02-29 23:59:59,0,6,7,38
225822.0,27254,2016-03-01 00:00:00,,1,8,427
220118.0,108410,2016-03-01 00:00:00,,1,7,741
225822.0,84409,2016-03-01 00:00:00,218,6,8,800
225822.0,84409,2016-03-01 00:00:00,,1,8,800
225822.0,27254,2016-03-01 00:00:00,0,6,8,427
220118.0,108410,2016-03-01 00:00:00,,1,7,741
225822.0,84409,2016-03-01 00:00:00,26,6,8,800
220734.0,15921,2016-03-01 00:00:00,,4,8,244
225822.0,84409,2016-03-01 00:00:00,0,6,8,800
294230.0,134619,2016-03-01 00:00:00,0,6,8,885
266958.0,120084,2016-03-01 00:00:00,218,6,7,157
280498.0,85780,2016-03-01 00:00:00,,4,5,159
225822.0,84409,2016-03-01 00:00:00,,1,8,800
301058.0,20869,2016-03-01 00:00:00,,1,9,630
266958.0,120084,2016-03-01 00:00:00,0,6,7,157
301058.0,20869,2016-03-01 00:00:00,,1,9,630
211895.0,90621,2016-03-01 00:00:00,0,6,8,306
286673.0,85780,2016-03-01 00:00:00,,4,5,159
301058.0,20869,2016-03-01 00:00:00,,1,9,630
301058.0,20869,2016-03-01 00:00:00,,1,9,630
260904.0,60425,2016-03-01 00:00:00,0,6,8,244
225822.0,27254,2016-03-01 00:00:00,,1,8,427
266958.0,120084,2016-03-01 00:00:00,,1,7,157
301058.0,20869,2016-03-01 00:00:00,,1,9,630
225822.0,27254,2016-03-01 00:00:00,218,6,8,427
301058.0,20869,2016-03-01 00:00:00,,1,9,630
301058.0,20869,2016-03-01 00:00:00,,1,9,630
301058.0,20869,2016-03-01 00:00:00,,1,9,630
203360.0,78694,2016-03-01 00:00:00,,1,8,244
266958.0,120084,2016-03-01 00:00:00,,1,7,157
242160.0,141243,2016-03-01 00:00:00,,4,9,842
243218.0,113494,2016-03-01 00:00:00,,1,4,159
243218.0,113494,2016-03-01 00:00:00,,1,4,159
297032.0,36307,2016-03-01 00:00:00,0,6,8,306
294230.0,134619,2016-03-01 00:00:00,,1,8,885
256063.0,66434,2016-03-01 00:00:01,,1,7,489
245502.0,66434,2016-03-01 00:00:01,221,6,7,489
245502.0,66434,2016-03-01 00:00:01,,1,7,489
270928.0,59175,2016-03-01 00:00:01,,1,8,545
252619.0,63231,2016-03-01 00:00:01,,6,4,174
203360.0,78694,2016-03-01 00:00:01,0,6,8,244
297032.0,135577,2016-03-01 00:00:01,,1,8,306
293346.0,69943,2016-03-01 00:00:01,,1,9,741
245502.0,66434,2016-03-01 00:00:01,221,6,7,489
231260.0,67353,2016-03-01 00:00:01,0,6,9,630
270928.0,59175,2016-03-01 00:00:01,0,6,8,545
297032.0,135577,2016-03-01 00:00:01,0,6,8,306
245502.0,66434,2016-03-01 00:00:01,,1,7,489
270928.0,59175,2016-03-01 00:00:01,218,6,8,545
270928.0,59175,2016-03-01 00:00:01,,1,8,545
236278.0,78694,2016-03-01 00:00:01,,1,8,244
270928.0,59175,2016-03-01 00:00:01,0,6,8,545
231260.0,67353,2016-03-01 00:00:01,,1,9,630
245502.0,66434,2016-03-01 00:00:01,0,6,7,489
245502.0,66434,2016-03-01 00:00:01,218,6,7,489
222773.0,107691,2016-03-01 00:00:02,,1,9,640
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
261022.0,77008,2016-03-01 00:00:02,,1,5,306
261022.0,77008,2016-03-01 00:00:02,,1,5,306
236278.0,78694,2016-03-01 00:00:02,0,6,8,244
293346.0,69943,2016-03-01 00:00:02,0,6,9,741
222773.0,63784,2016-03-01 00:00:02,0,6,9,640
222773.0,63784,2016-03-01 00:00:02,,1,9,640
203205.0,59175,2016-03-01 00:00:02,0,6,8,545
203205.0,59175,2016-03-01 00:00:02,,2,8,545
261022.0,69943,2016-03-01 00:00:02,218,6,9,741
261022.0,77008,2016-03-01 00:00:02,0,6,5,306
222773.0,107691,2016-03-01 00:00:02,,1,9,640
261022.0,77008,2016-03-01 00:00:02,218,6,5,306
222773.0,63784,2016-03-01 00:00:02,,1,9,640
222773.0,107691,2016-03-01 00:00:02,0,6,9,640
222773.0,63784,2016-03-01 00:00:02,217,6,9,640
222773.0,63784,2016-03-01 00:00:02,,1,9,640
293346.0,69943,2016-03-01 00:00:02,0,6,9,741
235321.0,50688,2016-03-01 00:00:02,,2,8,306
290845.0,140741,2016-03-01 00:00:02,,2,7,587
217496.0,59175,2016-03-01 00:00:02,,1,8,545
252369.0,90402,2016-03-01 00:00:02,,1,7,38
294230.0,134619,2016-03-01 00:00:02,14,6,8,885
276624.0,87057,2016-03-01 00:00:02,,2,7,216
222773.0,107691,2016-03-01 00:00:02,217,6,9,640
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
242160.0,141243,2016-03-01 00:00:02,,2,9,842
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
261022.0,77008,2016-03-01 00:00:02,218,6,5,306
230147.0,128016,2016-03-01 00:00:02,120,6,9,157
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
222773.0,63784,2016-03-01 00:00:02,216,6,9,640
261022.0,77008,2016-03-01 00:00:02,,1,5,306
261022.0,77008,2016-03-01 00:00:02,,1,5,306
261022.0,77008,2016-03-01 00:00:02,0,6,5,306
222773.0,107691,2016-03-01 00:00:02,216,6,9,640
222773.0,63784,2016-03-01 00:00:02,,1,9,640
222773.0,63784,2016-03-01 00:00:02,24,6,9,640
280567.0,37164,2016-03-01 00:00:02,0,6,4,519
266935.0,91393,2016-03-01 00:00:03,,3,8,244
294230.0,134619,2016-03-01 00:00:03,14,6,8,885
203360.0,78694,2016-03-01 00:00:03,,1,8,244
237985.0,59175,2016-03-01 00:00:03,0,6,8,545
280567.0,37164,2016-03-01 00:00:03,0,6,4,519
237985.0,59175,2016-03-01 00:00:03,,1,8,545
290696.0,75018,2016-03-01 00:00:03,216,6,9,630
290696.0,75018,2016-03-01 00:00:03,217,6,9,630
263383.0,87057,2016-03-01 00:00:03,,1,7,216
217496.0,59175,2016-03-01 00:00:03,0,6,8,545
237985.0,59175,2016-03-01 00:00:03,,1,8,545
237985.0,59175,2016-03-01 00:00:03,0,6,8,545
237985.0,59175,2016-03-01 00:00:03,0,6,8,545
290696.0,75018,2016-03-01 00:00:03,,1,9,630
272476.0,73398,2016-03-01 00:00:03,,2,8,306
290696.0,75018,2016-03-01 00:00:03,,1,9,630
237985.0,59175,2016-03-01 00:00:03,218,6,8,545
290696.0,75018,2016-03-01 00:00:03,0,6,9,630
252369.0,90402,2016-03-01 00:00:03,0,6,7,38
298262.0,61226,2016-03-01 00:00:03,,2,8,30
225654.0,130791,2016-03-01 00:00:03,111,6,7,306
212540.0,75018,2016-03-01 00:00:04,,1,9,630
232523.0,71684,2016-03-01 00:00:04,24,6,4,36
282776.0,98253,2016-03-01 00:00:04,,1,8,306
282776.0,276,2016-03-01 00:00:04,,1,8,306
232523.0,71801,2016-03-01 00:00:04,,1,4,658
282776.0,98253,2016-03-01 00:00:04,218,6,8,306
203360.0,78694,2016-03-01 00:00:04,0,6,8,244
282776.0,98253,2016-03-01 00:00:04,0,6,8,306
282776.0,138289,2016-03-01 00:00:04,0,6,8,306
263383.0,87057,2016-03-01 00:00:04,0,6,7,216
282776.0,138289,2016-03-01 00:00:04,218,6,8,306
282776.0,138289,2016-03-01 00:00:04,,1,8,306
272476.0,73398,2016-03-01 00:00:04,0,6,8,306
260488.0,111527,2016-03-01 00:00:04,0,6,7,38
282776.0,98253,2016-03-01 00:00:04,,1,8,306
232523.0,71684,2016-03-01 00:00:04,0,6,4,36
232523.0,71684,2016-03-01 00:00:04,216,6,4,36
228707.0,114890,2016-03-01 00:00:04,,1,9,640
282776.0,276,2016-03-01 00:00:04,,2,8,306
212274.0,94461,2016-03-01 00:00:04,26,6,9,78
272476.0,73398,2016-03-01 00:00:04,0,6,8,306
282776.0,276,2016-03-01 00:00:04,0,6,8,306
232523.0,71684,2016-03-01 00:00:04,,1,4,36
270928.0,59175,2016-03-01 00:00:04,,2,8,545
232523.0,71801,2016-03-01 00:00:04,,1,4,658
232523.0,71684,2016-03-01 00:00:04,,1,4,36
282776.0,276,2016-03-01 00:00:04,0,6,8,306
282776.0,276,2016-03-01 00:00:04,218,6,8,306
225822.0,84409,2016-03-01 00:00:04,,2,8,800
282776.0,138289,2016-03-01 00:00:04,,1,8,306
212274.0,94461,2016-03-01 00:00:04,26,6,9,78
232523.0,71684,2016-03-01 00:00:04,217,6,4,36
260488.0,111527,2016-03-01 00:00:04,,2,7,38
295840.0,26229,2016-03-01 00:00:04,,1,9,640
272476.0,73398,2016-03-01 00:00:04,216,6,8,306
282776.0,276,2016-03-01 00:00:04,,1,8,306
295840.0,26229,2016-03-01 00:00:04,0,6,9,640
271730.0,95399,2016-03-01 00:00:05,,1,9,842
243182.0,111527,2016-03-01 00:00:05,,1,7,38
295840.0,26229,2016-03-01 00:00:05,0,6,9,640
211639.0,5757,2016-03-01 00:00:05,,1,9,489
238278.0,78256,2016-03-01 00:00:05,216,6,7,587
213545.0,41009,2016-03-01 00:00:05,26,6,6,78
238278.0,78256,2016-03-01 00:00:05,,1,7,587
238278.0,78256,2016-03-01 00:00:05,,1,7,587
272845.0,94944,2016-03-01 00:00:05,,1,8,800
212540.0,75018,2016-03-01 00:00:05,0,6,9,630
238278.0,78256,2016-03-01 00:00:05,0,6,7,587
238278.0,78256,2016-03-01 00:00:05,,1,7,587
228707.0,114890,2016-03-01 00:00:05,0,6,9,640
211639.0,5757,2016-03-01 00:00:05,218,6,9,489
238278.0,78256,2016-03-01 00:00:05,217,6,7,587
272845.0,94944,2016-03-01 00:00:05,,1,8,800
237985.0,59175,2016-03-01 00:00:05,,2,8,545
211639.0,5757,2016-03-01 00:00:05,0,6,9,489
213545.0,41009,2016-03-01 00:00:05,0,6,6,78
213545.0,41009,2016-03-01 00:00:05,217,6,6,78
272845.0,94944,2016-03-01 00:00:05,,1,8,800
243182.0,111527,2016-03-01 00:00:05,0,6,7,38
238278.0,78256,2016-03-01 00:00:05,,2,7,587
243182.0,111527,2016-03-01 00:00:05,217,6,7,38
272845.0,94944,2016-03-01 00:00:05,,1,8,800
238278.0,78256,2016-03-01 00:00:05,,1,7,587
211639.0,5757,2016-03-01 00:00:05,,1,9,489
243182.0,111527,2016-03-01 00:00:05,221,6,7,38
243182.0,111527,2016-03-01 00:00:05,216,6,7,38
213545.0,41009,2016-03-01 00:00:05,26,6,6,78
213545.0,41009,2016-03-01 00:00:05,216,6,6,78
243182.0,111527,2016-03-01 00:00:05,,1,7,38
266958.0,120084,2016-03-01 00:00:05,,2,7,157
296928.0,44916,2016-03-01 00:00:06,217,6,9,302
263603.0,114890,2016-03-01 00:00:06,216,6,9,640
263603.0,114890,2016-03-01 00:00:06,,1,9,640
296928.0,136596,2016-03-01 00:00:06,216,6,9,302
296928.0,44916,2016-03-01 00:00:06,,1,9,302
263603.0,114890,2016-03-01 00:00:06,,1,9,640
263603.0,114890,2016-03-01 00:00:06,,1,9,640
211895.0,90621,2016-03-01 00:00:06,0,6,8,306
263603.0,114890,2016-03-01 00:00:06,,1,9,640
296928.0,44916,2016-03-01 00:00:06,0,6,9,302
263603.0,114890,2016-03-01 00:00:06,0,6,9,640
293346.0,35077,2016-03-01 00:00:06,,1,9,741
237985.0,59175,2016-03-01 00:00:06,,2,8,545
266799.0,116489,2016-03-01 00:00:06,,1,8,545
263603.0,114890,2016-03-01 00:00:06,24,6,9,640
266143.0,141243,2016-03-01 00:00:06,0,6,9,842
263603.0,114890,2016-03-01 00:00:06,216,6,9,640
263603.0,114890,2016-03-01 00:00:06,217,6,9,640
297032.0,36307,2016-03-01 00:00:06,,1,8,306
266143.0,141243,2016-03-01 00:00:06,,1,9,842
296928.0,44916,2016-03-01 00:00:06,,1,9,302
228707.0,114890,2016-03-01 00:00:06,0,6,9,640
297032.0,135577,2016-03-01 00:00:06,0,6,8,306
266799.0,116489,2016-03-01 00:00:06,,1,8,545
211895.0,73398,2016-03-01 00:00:06,,1,8,306
266799.0,116489,2016-03-01 00:00:06,0,6,8,545
266143.0,141243,2016-03-01 00:00:06,,1,9,842
231260.0,67353,2016-03-01 00:00:06,11,6,9,630
271730.0,95399,2016-03-01 00:00:06,0,6,9,842
296928.0,44916,2016-03-01 00:00:06,216,6,9,302
